seed_term,sponsor,total_trials_since_2020,active_trials_since_2020,early_phase_trials_since_2020,active_early_trials_since_2020,total_trials_since_2020_score,active_trials_since_2020_score,early_phase_trials_since_2020_score,active_early_trials_since_2020_score,trial_activity_score,sponsor_total_active_early,therapeutic_focus_score,activity_trajectory_score,start_slope,starts_early_period,starts_recent_period,effective_indication_breadth,breadth_score,prospect_score
kidney diseases,Novartis Pharmaceuticals,42,27,18,10,1.0,1.0,1.0,1.0,1.0,120,0.08333333333333333,0.40559999999999996,-0.2500000000000001,17.0,25.0,2.8221574344023326,1.0,69.77866666666667
kidney diseases,AstraZeneca,82,27,44,12,1.0,1.0,1.0,1.0,1.0,151,0.07947019867549669,0.3972972972972973,-1.116666666666667,34.0,48.0,5.731343283582089,1.0,69.53534991945587
kidney diseases,"Guangdong Hengrui Pharmaceutical Co., Ltd",4,2,4,2,0.8,0.6666666666666666,1.0,1.0,0.9400000000000001,29,0.06896551724137931,0.6199999999999999,-7.166458808248764e-18,2.0,2.0,2.1333333333333333,0.8625546764069086,69.40485710889668
kidney diseases,AbelZeta Inc.,2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,1,1.0,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,69.39713093335503
kidney diseases,Fate Therapeutics,4,2,4,2,0.8,0.6666666666666666,1.0,1.0,0.9400000000000001,5,0.4,0.3,-0.08333333333333336,2.0,2.0,2.0,0.8297130933355026,69.29713093335504
kidney diseases,Allogene Therapeutics,2,2,2,2,0.4,0.6666666666666666,0.5,1.0,0.845,4,0.5,0.46,-0.03333333333333333,1.0,1.0,1.7999999999999998,0.7776070961516035,69.22607096151603
kidney diseases,Eli Lilly and Company,19,8,15,5,1.0,1.0,1.0,1.0,1.0,111,0.04504504504504504,0.38399999999999995,-0.1833333333333334,8.0,11.0,3.6337209302325575,1.0,68.5809009009009
kidney diseases,"Shanghai Jiaolian Drug Research and Development Co., Ltd",2,2,2,2,0.4,0.6666666666666666,0.5,1.0,0.845,6,0.3333333333333333,0.54,-0.01666666666666667,1.0,1.0,1.923076923076923,0.8100954344062797,67.81762101072945
kidney diseases,"Arcus Biosciences, Inc.",3,3,2,2,0.6,1.0,0.5,1.0,0.905,7,0.2857142857142857,0.5753846153846153,-0.03333333333333335,1.0,2.0,1.0,0.5234906775131802,67.70688479710982
kidney diseases,Alebund Pharmaceuticals,4,2,2,1,0.8,0.6666666666666666,0.5,0.5,0.54,1,1.0,0.6199999999999999,-7.166458808248764e-18,2.0,2.0,2.0,0.8297130933355026,67.69713093335503
kidney diseases,Kyverna Therapeutics,3,3,2,2,0.6,1.0,0.5,1.0,0.905,5,0.4,0.34461538461538455,-0.03333333333333335,2.0,1.0,1.6896551724137931,0.7472417035095585,67.61472472740326
kidney diseases,Boehringer Ingelheim,16,7,10,2,1.0,1.0,1.0,1.0,1.0,63,0.031746031746031744,0.36585365853658536,-0.1333333333333334,7.0,9.0,2.571428571428571,0.9613912928910499,67.56590673456283
kidney diseases,NovelMed Therapeutics,2,2,2,2,0.4,0.6666666666666666,0.5,1.0,0.845,8,0.25,0.5,,,,2.7777777777777772,1.0,67.25
kidney diseases,Walden Biosciences,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,3.0,1.0,67.125
kidney diseases,"Bilix Co.,Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,CRISPR Therapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,"Century Therapeutics, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,Degron Therapeutics Co.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,Purespring Therapeutics Limited,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,SAPU NANO (US) LLC,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,Second Life Therapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,"ViroMissile, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,2.0,0.8297130933355026,67.02213093335503
kidney diseases,"Haisco Pharmaceutical Group Co., Ltd.",9,3,7,2,1.0,1.0,1.0,1.0,1.0,34,0.058823529411764705,0.3540983606557377,-0.06666666666666668,4.0,5.0,2.0,0.8297130933355026,66.55556873470508
kidney diseases,Incyte Corporation,9,3,9,3,1.0,1.0,1.0,1.0,1.0,31,0.0967741935483871,0.2459016393442623,-0.1666666666666667,5.0,4.0,2.571428571428571,0.9613912928910499,66.46742958676349
kidney diseases,"Everest Medicines (China) Co.,Ltd.",2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,1,1.0,0.7,0.01666666666666666,1.0,1.0,2.0,0.8297130933355026,65.79713093335504
kidney diseases,Merck Sharp & Dohme LLC,34,17,26,10,1.0,1.0,1.0,1.0,1.0,121,0.08264462809917356,0.2027027027027027,-0.7666666666666668,20.0,14.0,3.4186046511627914,1.0,65.70694661603753
kidney diseases,"7 Hills Pharma, LLC",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,2.0,0.8297130933355026,65.42213093335502
kidney diseases,"LaunXP Biomedical Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,2.0,0.8297130933355026,65.42213093335502
kidney diseases,Nammi Therapeutics Inc,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,2.0,0.8297130933355026,65.42213093335502
kidney diseases,Noorik Biopharmaceuticals AG,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,2.0,0.8297130933355026,65.42213093335502
kidney diseases,PT. JES Kasih Nusantara Sejahterah,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,2.0,0.8297130933355026,65.42213093335502
kidney diseases,"Beijing Mabworks Biotech Co., Ltd.",4,3,3,2,0.8,1.0,0.75,1.0,0.9525,6,0.3333333333333333,0.12,-0.0666666666666667,3.0,1.0,1.923076923076923,0.8100954344062797,64.79262101072946
kidney diseases,Bristol-Myers Squibb,14,6,11,5,1.0,1.0,1.0,1.0,1.0,60,0.08333333333333333,0.1588235294117647,-0.45,9.0,5.0,2.6129032258064515,0.9701112571628944,64.54424982653092
kidney diseases,Bayer,46,11,23,3,1.0,1.0,1.0,1.0,1.0,22,0.13636363636363635,0.12,-1.216666666666667,31.0,15.0,2.2727272727272725,0.895427339846409,64.08154612573682
kidney diseases,"AION Healthspan, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,Arbor Biotechnologies,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,Ingenia Therapeutics INC,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,Klotho Sciences Australia Pty Ltd.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,M2RLAB SL,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,"Neomorph, Inc",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,"Novelty Nobility, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,Psyence Australia Pty Ltd,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,Pulmongene Ltd.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.03333333333333333,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,R1 Therapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.03333333333333333,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,Singulera Therapeutics Inc.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,UTC Therapeutics Inc.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.03333333333333333,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,VM Therapeutics LLC,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,"Xeno Holdings (US), LLC dba ChoironeX",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.03333333333333333,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,eleva GmbH,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,63.959906775131806
kidney diseases,Pfizer,27,3,17,2,1.0,1.0,1.0,1.0,1.0,90,0.022222222222222223,0.13015184381778744,-0.7333333333333335,18.0,9.0,3.4489795918367343,1.0,63.047481320800195
kidney diseases,River 2 Renal Corp.,2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,1,1.0,0.7,0.01666666666666666,1.0,1.0,1.0,0.5234906775131802,62.734906775131805
kidney diseases,Hoffmann-La Roche,13,10,6,4,1.0,1.0,1.0,1.0,1.0,82,0.04878048780487805,0.07007299270072993,-0.3666666666666667,10.0,3.0,3.7142857142857144,1.0,62.37706961011216
kidney diseases,"CalciMedica, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,1.0,0.5234906775131802,62.359906775131805
kidney diseases,"GeneMedicine Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,1.0,0.5234906775131802,62.359906775131805
kidney diseases,Intelligem Therapeutics Australia Pty Ltd.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,1.0,0.5234906775131802,62.359906775131805
kidney diseases,KaliVir Immunotherapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,1.0,0.5234906775131802,62.359906775131805
kidney diseases,"Osel, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,1.0,0.5234906775131802,62.359906775131805
kidney diseases,Zumutor Biologics Inc.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.8,-1.791614702062191e-18,0.0,1.0,1.0,0.5234906775131802,62.359906775131805
kidney diseases,"OncoC4, Inc.",2,2,2,2,0.4,0.6666666666666666,0.5,1.0,0.845,7,0.2857142857142857,0.3,-0.08333333333333334,1.0,1.0,1.7999999999999998,0.7776070961516035,61.74035667580174
kidney diseases,"Eloxx Pharmaceuticals, Inc.",2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,1,1.0,0.6200000000000001,-3.583229404124382e-18,1.0,1.0,1.0,0.5234906775131802,61.1349067751318
kidney diseases,"Travere Therapeutics, Inc.",5,2,3,1,1.0,0.6666666666666666,0.75,0.5,0.5875,1,1.0,0.08275862068965517,-0.15000000000000002,4.0,1.0,3.0,1.0,61.0301724137931
kidney diseases,River 3 Renal Corp.,2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,1,1.0,0.45999999999999996,-0.03333333333333334,1.0,1.0,2.0,0.8297130933355026,60.997130933355024
kidney diseases,Oncorena AB,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.72,-0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,60.7599067751318
kidney diseases,"Pliant Therapeutics, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.72,-0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,60.7599067751318
kidney diseases,"Rege Nephro Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.72,-0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,60.7599067751318
kidney diseases,"Chongqing Precision Biotech Co., Ltd",5,2,5,2,1.0,0.6666666666666666,1.0,1.0,0.9500000000000001,29,0.06896551724137931,0.216,-0.13333333333333336,3.0,2.0,1.6,0.7216379836168889,60.41569018099647
kidney diseases,"RemeGen Co., Ltd.",5,3,4,2,1.0,1.0,1.0,1.0,1.0,23,0.08695652173913043,0.016216216216216217,-0.1666666666666667,5.0,0.0,1.7999999999999998,0.7776070961516035,59.839525720622966
kidney diseases,"Sichuan Baili Pharmaceutical Co., Ltd.",3,3,3,3,0.6,1.0,0.75,1.0,0.9425,98,0.030612244897959183,0.18461538461538463,-0.08333333333333336,2.0,1.0,1.923076923076923,0.8100954344062797,59.53050693432967
kidney diseases,"AccSalus Biosciences, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.5,,,,2.0,0.8297130933355026,59.42213093335502
kidney diseases,"VM Discovery, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.5,,,,2.0,0.8297130933355026,59.42213093335502
kidney diseases,Hansoh BioMedical R&D Company,2,2,2,2,0.4,0.6666666666666666,0.5,1.0,0.845,26,0.07692307692307693,0.36000000000000004,-0.016666666666666666,1.0,0.0,2.0,0.8297130933355026,59.285592471816564
kidney diseases,"Chengdu Suncadia Medicine Co., Ltd.",7,2,5,1,1.0,0.6666666666666666,1.0,0.5,0.625,6,0.16666666666666666,0.7199999999999998,-0.0166666666666667,2.0,5.0,3.0,1.0,58.983333333333334
kidney diseases,Keymed Biosciences Co.Ltd,2,2,2,2,0.4,0.6666666666666666,0.5,1.0,0.845,22,0.09090909090909091,0.36000000000000004,-0.016666666666666666,1.0,0.0,1.6896551724137931,0.7472417035095585,58.740598853277405
kidney diseases,iCoat Medical AB,2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,1,1.0,0.28,-0.03333333333333333,1.0,0.0,2.0,0.8297130933355026,57.39713093335504
kidney diseases,"Shaanxi Micot Pharmaceutical Technology Co., Ltd.",5,2,4,1,1.0,0.6666666666666666,1.0,0.5,0.625,3,0.3333333333333333,0.5439999999999999,-0.03333333333333334,2.0,3.0,2.0,0.8297130933355026,57.09379760002169
kidney diseases,Hinge Bio,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,57.02213093335503
kidney diseases,Hope Biosciences LLC,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,57.02213093335503
kidney diseases,"Qilu Pharmaceutical Co., Ltd.",3,3,1,1,0.6,1.0,0.25,0.5,0.5425,58,0.017241379310344827,0.9647058823529412,0.03333333333333334,0.0,3.0,2.578947368421052,0.9629795950629876,56.3937411838956
kidney diseases,Cajal Therapeutics Inc.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.5,,,,1.0,0.5234906775131802,56.3599067751318
kidney diseases,"Mabpro, a.s.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.5,,,,1.0,0.5234906775131802,56.3599067751318
kidney diseases,PeptiDream Inc.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.5,,,,1.0,0.5234906775131802,56.3599067751318
kidney diseases,Venus Remedies Limited,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.5,,,,1.0,0.5234906775131802,56.3599067751318
kidney diseases,Suzhou Sanegene Bio Inc.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.016666666666666666,0.0,1.0,3.0,1.0,55.39166666666666
kidney diseases,"The United Bio-Technology (Hengqin) Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.016666666666666666,0.0,1.0,3.0,1.0,55.39166666666666
kidney diseases,Vifor Fresenius Medical Care Renal Pharma,4,1,2,1,0.8,0.3333333333333333,0.5,0.5,0.49,1,1.0,0.27999999999999997,-0.03333333333333334,3.0,1.0,1.0,0.5234906775131802,55.3349067751318
kidney diseases,"Aulos Bioscience, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.28,-0.03333333333333333,1.0,0.0,2.0,0.8297130933355026,55.02213093335503
kidney diseases,Camurus AB,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.28,-0.03333333333333333,1.0,0.0,2.0,0.8297130933355026,55.02213093335503
kidney diseases,Red de Terapia Celular,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.28,-0.03333333333333333,1.0,0.0,2.0,0.8297130933355026,55.02213093335503
kidney diseases,"Artiva Biotherapeutics, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.8,-1.791614702062191e-18,0.0,1.0,1.7999999999999998,0.7776070961516035,54.90107096151604
kidney diseases,"HiberCell, Inc.",3,1,3,1,0.6,0.3333333333333333,0.75,0.5,0.5175,1,1.0,0.18461538461538463,-0.08333333333333336,2.0,1.0,1.0,0.5234906775131802,54.80221446743949
kidney diseases,Arch Biopartners Inc.,2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,1,1.0,0.30000000000000004,-0.06666666666666665,1.0,1.0,1.0,0.5234906775131802,54.73490677513181
kidney diseases,Can-Fite BioPharma,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.88,0.03333333333333333,0.0,1.0,1.0,0.5234906775131802,53.959906775131806
kidney diseases,Consun Pharmaceutical Group,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,53.959906775131806
kidney diseases,Maze Therapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,53.959906775131806
kidney diseases,"NextCure, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.88,0.016666666666666666,0.0,1.0,1.0,0.5234906775131802,53.959906775131806
kidney diseases,Sitala Bio LTD,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.88,0.03333333333333333,0.0,1.0,1.0,0.5234906775131802,53.959906775131806
kidney diseases,Biohaven Therapeutics Ltd.,2,2,1,1,0.4,0.6666666666666666,0.25,0.5,0.4825,10,0.1,0.88,0.016666666666666666,0.0,1.0,3.571428571428571,1.0,53.725
kidney diseases,Arvinas Inc.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,53.68879760002169
kidney diseases,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,53.68879760002169
kidney diseases,"Linno Pharmaceuticals, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,53.68879760002169
kidney diseases,Mediar Therapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,53.68879760002169
kidney diseases,"Shenzhen Kangzhe Biotechnology Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,53.68879760002169
kidney diseases,Synthekine,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.88,0.016666666666666666,0.0,1.0,2.0,0.8297130933355026,53.68879760002169
kidney diseases,"Asher Biotherapeutics, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.36000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,53.55990677513181
kidney diseases,DEKA Biosciences,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.36000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,53.55990677513181
kidney diseases,Lumara Bio Oncologics GmbH,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.36000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,53.55990677513181
kidney diseases,Portage Biotech,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.36000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,53.55990677513181
kidney diseases,Sairopa B.V.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.36000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,53.55990677513181
kidney diseases,"Sensei Biotherapeutics, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.36000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,53.55990677513181
kidney diseases,"Genentech, Inc.",3,1,3,1,0.6,0.3333333333333333,0.75,0.5,0.5175,29,0.034482758620689655,0.8153846153846154,0.01666666666666666,1.0,2.0,3.571428571428571,1.0,52.8723474801061
kidney diseases,"Nanjing Bioheng Biotech Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,5,0.2,0.88,0.016666666666666666,0.0,1.0,2.909090909090909,1.0,52.725
kidney diseases,"Suzhou Alphamab Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,5,0.2,0.88,0.016666666666666666,0.0,1.0,3.0,1.0,52.725
kidney diseases,Shanton Pharma Pte. Ltd.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,2,0.5,0.8,-1.791614702062191e-18,0.0,1.0,1.0,0.5234906775131802,52.359906775131805
kidney diseases,Philogen S.p.A.,2,1,2,1,0.4,0.3333333333333333,0.5,0.5,0.47000000000000003,13,0.07692307692307693,0.9400000000000001,0.05000000000000001,0.0,2.0,2.0,0.8297130933355026,52.13559247181657
kidney diseases,A2 Biotherapeutics Inc.,3,3,1,1,0.6,1.0,0.25,0.5,0.5425,3,0.3333333333333333,0.6553846153846153,-0.01666666666666668,1.0,2.0,1.0,0.5234906775131802,52.13426574949077
kidney diseases,Sana Biotechnology,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.8,-1.791614702062191e-18,0.0,1.0,2.0,0.8297130933355026,52.0887976000217
kidney diseases,"Shanghai Bao Pharmaceuticals Co., Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,3,0.3333333333333333,0.8,-1.791614702062191e-18,0.0,1.0,2.0,0.8297130933355026,52.0887976000217
kidney diseases,"Atom Therapeutics Co., Ltd",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,4,0.25,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,52.02213093335503
kidney diseases,Compass Therapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,4,0.25,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,52.02213093335503
kidney diseases,"Jade Biosciences, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,4,0.25,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,52.02213093335503
kidney diseases,Regend Therapeutics,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,4,0.25,0.88,0.03333333333333333,0.0,1.0,2.0,0.8297130933355026,52.02213093335503
kidney diseases,"Advenchen Pharmaceuticals, LLC.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.28,-0.03333333333333333,1.0,0.0,1.0,0.5234906775131802,51.959906775131806
kidney diseases,DeuterOncology,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.28,-0.03333333333333333,1.0,0.0,1.0,0.5234906775131802,51.959906775131806
kidney diseases,Noucor Health S.A.,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.28,-0.03333333333333333,1.0,0.0,1.0,0.5234906775131802,51.959906775131806
kidney diseases,"Nkarta, Inc.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,4,0.25,0.8,-1.791614702062191e-18,0.0,1.0,2.6666666666666665,0.9812671085154541,51.93767108515455
kidney diseases,"Beijing Continent Pharmaceutical Co, Ltd.",1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,6,0.16666666666666666,0.88,0.016666666666666666,0.0,1.0,2.6666666666666665,0.9812671085154541,51.87100441848788
kidney diseases,MedImmune LLC,1,1,1,1,0.2,0.3333333333333333,0.25,0.5,0.4225,1,1.0,0.12,-0.06666666666666667,1.0,0.0,2.0,0.8297130933355026,51.82213093335503
kidney diseases,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",2,2,1,1,0.4,0.6666666666666666,0.25,0.5,0.4825,24,0.041666666666666664,0.9400000000000001,0.05000000000000001,0.0,2.0,1.8148148148148147,0.7815925270593147,51.57425860392648
kidney diseases,Novo Nordisk A/S,20,3,9,1,1.0,1.0,1.0,0.5,0.675,45,0.022222222222222223,0.40559999999999996,-0.2666666666666667,8.0,12.0,2.410691003911343,0.9266120329616099,51.572564774060545
