seed_term,sponsor,total_trials_since_2020,active_trials_since_2020,early_phase_trials_since_2020,active_early_trials_since_2020,total_trials_since_2020_score,active_trials_since_2020_score,early_phase_trials_since_2020_score,active_early_trials_since_2020_score,trial_activity_score,sponsor_total_active_early,therapeutic_focus_score,activity_trajectory_score,start_slope,starts_early_period,starts_recent_period,effective_indication_breadth,breadth_score,prospect_score
autoimmune diseases,Fresenius Kabi SwissBioSim GmbH,2,1,0,0,0.25,0.16666666666666666,0.0,0.0,0.0375,0,0.0,0.3,-0.06666666666666665,1.0,1.0,,0.0,7.875
autoimmune diseases,Hutchmed,2,0,1,0,0.25,0.0,0.16666666666666666,0.0,0.0375,11,0.0,0.3,-0.05000000000000002,1.0,1.0,,0.0,7.875
autoimmune diseases,"Annexon, Inc.",4,1,2,0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.1,0,0.0,0.12,-0.15,3.0,1.0,,0.0,7.400000000000001
autoimmune diseases,Biocad,5,3,0,0,0.625,0.5,0.0,0.0,0.10625,11,0.0,0.08275862068965517,-0.1333333333333334,4.0,1.0,,0.0,6.967672413793104
autoimmune diseases,Jazz Pharmaceuticals,3,0,0,0,0.375,0.0,0.0,0.0,0.018750000000000003,12,0.0,0.03529411764705883,-0.18333333333333338,3.0,0.0,1.0,0.5234906775131802,6.87828912807298
autoimmune diseases,Alvotech Swiss AG,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,1,0.0,0.32000000000000006,-0.016666666666666666,1.0,0.0,,0.0,6.712500000000002
autoimmune diseases,Jamp Pharma Corporation,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.32000000000000006,-0.016666666666666666,1.0,0.0,,0.0,6.712500000000002
autoimmune diseases,"Xiamen Innovax Biotech Co., Ltd",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.32000000000000006,-0.016666666666666666,1.0,0.0,,0.0,6.712500000000002
autoimmune diseases,"Bioverativ, a Sanofi company",4,0,4,0,0.5,0.0,0.6666666666666666,0.0,0.125,0,0.0,0.02307692307692306,-0.21666666666666667,4.0,0.0,,0.0,6.711538461538462
autoimmune diseases,Lakefront Biotherapeutics NV,4,0,4,0,0.5,0.0,0.6666666666666666,0.0,0.125,0,0.0,0.02307692307692306,-0.20000000000000012,4.0,0.0,,0.0,6.711538461538462
autoimmune diseases,Diamontech AG,2,0,0,0,0.25,0.0,0.0,0.0,0.0125,0,0.0,0.3,-0.06666666666666668,1.0,1.0,,0.0,6.625
autoimmune diseases,Celltrion,4,2,0,0,0.5,0.3333333333333333,0.0,0.0,0.075,1,0.0,0.12,-0.06666666666666668,3.0,1.0,,0.0,6.15
autoimmune diseases,Allakos Inc.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,AllerPops Corp,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,"Almirall, S.A.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,4,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,BioCryst Pharmaceuticals,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,"CSPC Zhongnuo Pharmaceutical (Shijiazhuang) Co., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,7,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Celon Pharma SA,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Inversago Pharma Inc.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Jung Diagnostics GmbH,1,1,0,0,0.125,0.16666666666666666,0.0,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,"Kissei Pharmaceutical Co., Ltd.",1,1,0,0,0.125,0.16666666666666666,0.0,0.0,0.03125,2,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,LISCure Biosciences,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Laboratorios Richmond S.A.C.I.F.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,"Lannett Company, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Lassen Therapeutics 1 PTY LTD,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Lipum AB,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Modern Biosciences Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,"Provention Bio, a Sanofi Company",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Soterios Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,"Teijin America, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,5.962500000000002
autoimmune diseases,Banner Life Sciences LLC,3,0,1,0,0.375,0.0,0.16666666666666666,0.0,0.04375,0,0.0,0.18461538461538463,-0.1166666666666667,2.0,1.0,,0.0,5.8798076923076925
autoimmune diseases,Harbour BioMed (Guangzhou) Co. Ltd.,5,0,3,0,0.625,0.0,0.5,0.0,0.10625,1,0.0,0.016216216216216217,-0.2666666666666668,5.0,0.0,,0.0,5.636824324324325
autoimmune diseases,Tenet Medicines,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,5.525
autoimmune diseases,"Immune Response BioPharma, Inc.",3,0,3,0,0.375,0.0,0.5,0.0,0.09375,0,0.0,0.03529411764705883,-0.19999999999999998,3.0,0.0,,0.0,5.393382352941177
autoimmune diseases,Immunic AG,3,2,1,0,0.375,0.3333333333333333,0.16666666666666666,0.0,0.09375,0,0.0,0.03529411764705883,-0.1333333333333334,3.0,0.0,,0.0,5.393382352941177
autoimmune diseases,AB Science,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,1,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,AKARI Therapeutics,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,Biopharma Plasma LLC,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,Celltrion HealthCare France,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,DxTerity Diagnostics,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,"Fresenius Kabi, France",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,Neuroganics LLC,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,"Nihon Pharmaceutical Co., Ltd",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.22000000000000008,-0.03333333333333333,1.0,0.0,,0.0,4.712500000000002
autoimmune diseases,"Aclaris Therapeutics, Inc.",2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,1,0.0,0.059999999999999984,-0.1,2.0,0.0,,0.0,4.324999999999999
autoimmune diseases,Cugene Inc.,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.059999999999999984,-0.06666666666666668,2.0,0.0,,0.0,4.324999999999999
autoimmune diseases,"Daewon Pharmaceutical Co., Ltd.",2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,6,0.0,0.059999999999999984,-0.13333333333333333,2.0,0.0,,0.0,4.324999999999999
autoimmune diseases,GeNeuro Innovation SAS,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.059999999999999984,-0.11666666666666668,2.0,0.0,,0.0,4.324999999999999
autoimmune diseases,HoHo Biotech,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.059999999999999984,-0.08333333333333336,2.0,0.0,,0.0,4.324999999999999
autoimmune diseases,Imcyse SA,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.059999999999999984,-0.1,2.0,0.0,,0.0,4.324999999999999
autoimmune diseases,"Principia Biopharma, a Sanofi Company",2,1,1,0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0625,0,0.0,0.059999999999999984,-0.13333333333333333,2.0,0.0,,0.0,4.324999999999999
autoimmune diseases,Navidea Biopharmaceuticals,3,0,2,0,0.375,0.0,0.3333333333333333,0.0,0.06875,0,0.0,0.03529411764705883,-0.1333333333333334,3.0,0.0,,0.0,4.1433823529411775
autoimmune diseases,"Alkahest, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Anelixis Therapeutics, LLC",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Anokion SA,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,Artax Biopharma Inc,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Clene Nanomedicine,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,Connect Biopharma Australia Pty Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Emerald Health Pharmaceuticals,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Genexine, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,George (Beijing) Clinical Research Co. Ltd.,1,1,0,0,0.125,0.16666666666666666,0.0,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Hanlim Pharm. Co., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,I-Mab Biopharma US Limited,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,2,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Immunomolecular Therapeutics, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Kiniksa Pharmaceuticals, Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Longevity Inc.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Minghui Pharmaceutical Pty Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Nektar Therapeutics,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,2,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,Neurocrine UK Limited,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Oryn Therapeutics, LLC",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Prokidney,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Reistone Biopharma Company Limited,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,2,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Smith & Nephew, Inc.",1,1,0,0,0.125,0.16666666666666666,0.0,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Solstice Neurosciences, LLC, a subsidiary of MDD US Operations, LLC",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,49,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"TJ Biopharma Co., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,4,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"TNF Pharmaceuticals, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Taizhou Mabtech Pharmaceutical Co.,Ltd",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,3,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Tianjin Hemay Pharmaceutical Co., Ltd",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,Tobias Moeller-Bertram,1,1,0,0,0.125,0.16666666666666666,0.0,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,"Youngene Therapeutics Inc., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,3.9625
autoimmune diseases,PTC Therapeutics,2,0,1,0,0.25,0.0,0.16666666666666666,0.0,0.0375,1,0.0,0.059999999999999984,-0.1,2.0,0.0,,0.0,3.0749999999999997
autoimmune diseases,Ayurai Private Limited,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,BeCare Link LLC,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,Catalyst Biosciences,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,"Coral Genomics, Inc.",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,2.7125
autoimmune diseases,M-DT1,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,Medical Valley Digital Health Application Center GmbH,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,Momentum Data,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,2.7125
autoimmune diseases,"Progentec Diagnostics, Inc.",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,2.7125
autoimmune diseases,Rigel Pharmaceuticals,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,2,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,Sanguine Biosciences,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,"Sylentis, S.A.",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,doc.ai inc,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.06666666666666667,1.0,0.0,,0.0,2.7125
autoimmune diseases,iSpecimen Inc,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.12,-0.05000000000000002,1.0,0.0,,0.0,2.7125
autoimmune diseases,Novartis,5,0,0,0,0.625,0.0,0.0,0.0,0.03125,0,0.0,0.016216216216216217,-0.16666666666666669,5.0,0.0,,0.0,1.8868243243243246
autoimmune diseases,Fresenius Kabi,2,0,0,0,0.25,0.0,0.0,0.0,0.0125,0,0.0,0.059999999999999984,-0.1,2.0,0.0,,0.0,1.8249999999999995
autoimmune diseases,Hikma Pharmaceuticals LLC,2,0,0,0,0.25,0.0,0.0,0.0,0.0125,0,0.0,0.059999999999999984,-0.08333333333333336,2.0,0.0,,0.0,1.8249999999999995
autoimmune diseases,"Sobi, Inc.",4,0,0,0,0.5,0.0,0.0,0.0,0.025,0,0.0,0.02307692307692306,-0.18333333333333335,4.0,0.0,,0.0,1.7115384615384612
autoimmune diseases,AO GENERIUM,3,0,0,0,0.375,0.0,0.0,0.0,0.018750000000000003,4,0.0,0.03529411764705883,-0.10000000000000005,3.0,0.0,,0.0,1.6433823529411768
cardiovascular diseases,Lexeo Therapeutics,6,6,3,3,1.0,1.0,1.0,1.0,1.0,4,0.75,0.9400000000000001,0.03333333333333332,1.0,5.0,1.0,0.5234906775131802,89.0349067751318
cardiovascular diseases,"Beijing Inno Medicine Co., Ltd.",6,4,6,4,1.0,1.0,1.0,1.0,1.0,5,0.8,0.88,0.01666666666666666,1.0,3.0,1.0,0.5234906775131802,88.8349067751318
cardiovascular diseases,Aplagon Oy,2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,2,1.0,0.9400000000000001,0.03333333333333333,0.0,2.0,1.0,0.5234906775131802,87.36824010846513
cardiovascular diseases,"Kiniksa Pharmaceuticals International, plc",3,3,2,2,0.5,1.0,0.6666666666666666,1.0,0.925,2,1.0,0.7487179487179487,-7.166458808248764e-18,1.0,2.0,1.0,0.5234906775131802,86.45926574949078
cardiovascular diseases,"Cardurion Pharmaceuticals, Inc.",8,2,8,2,1.0,0.6666666666666666,1.0,1.0,0.9500000000000001,2,1.0,0.6799999999999998,-0.033333333333333375,2.0,5.0,1.0,0.5234906775131802,86.3349067751318
cardiovascular diseases,Rocket Pharmaceuticals Inc.,6,6,3,3,1.0,1.0,1.0,1.0,1.0,4,0.75,0.6980392156862745,-0.05000000000000001,0.0,3.0,1.6,0.7216379836168889,86.17716414989438
cardiovascular diseases,Implicit Bioscience,3,2,3,2,0.5,0.6666666666666666,1.0,1.0,0.925,3,0.6666666666666666,0.9647058823529412,0.01666666666666666,0.0,3.0,1.0,0.5234906775131802,84.11235775552396
cardiovascular diseases,"Kardigan, Inc.",3,2,3,2,0.5,0.6666666666666666,1.0,1.0,0.925,3,0.6666666666666666,0.9647058823529412,0.06666666666666667,0.0,3.0,1.0,0.5234906775131802,84.11235775552396
cardiovascular diseases,"Sirius Therapeutics Co., Ltd.",4,2,4,2,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9333333333333333,4,0.5,0.9769230769230769,0.03333333333333332,0.0,4.0,1.7999999999999998,0.7776070961516035,83.98119916664425
cardiovascular diseases,"XyloCor Therapeutics, Inc.",3,2,3,2,0.5,0.6666666666666666,1.0,1.0,0.925,2,1.0,0.6153846153846153,-0.03333333333333335,1.0,2.0,1.0,0.5234906775131802,83.79259908282411
cardiovascular diseases,Shin Poong Pharmaceutical Co. Ltd.,6,3,5,2,1.0,1.0,1.0,1.0,1.0,2,1.0,0.3,-0.10000000000000005,3.0,3.0,1.7999999999999998,0.7776070961516035,83.77607096151604
cardiovascular diseases,"Nanjing Bioheng Biotech Co., Ltd.",3,2,3,2,0.5,0.6666666666666666,1.0,1.0,0.925,5,0.4,0.9647058823529412,0.03333333333333331,0.0,3.0,2.909090909090909,1.0,83.54411764705883
cardiovascular diseases,"Beijing Suncadia Pharmaceuticals Co., Ltd",7,3,6,3,1.0,1.0,1.0,1.0,1.0,8,0.375,0.9172413793103448,0.03333333333333333,1.0,4.0,1.6,0.7216379836168889,83.06120742237579
cardiovascular diseases,"Shandong Suncadia Medicine Co., Ltd.",12,7,11,6,1.0,1.0,1.0,1.0,1.0,35,0.17142857142857143,0.9769230769230769,0.13333333333333333,1.0,9.0,2.2727272727272725,0.895427339846409,81.92130636549706
cardiovascular diseases,"Fujian Shengdi Pharmaceutical Co., Ltd.",5,3,4,2,0.8333333333333334,1.0,1.0,1.0,0.9916666666666667,22,0.09090909090909091,0.9769230769230769,0.06666666666666667,0.0,4.0,2.6825396825396823,0.9845294781861257,80.78527147183794
cardiovascular diseases,Regeneron Pharmaceuticals,19,11,11,3,1.0,1.0,1.0,1.0,1.0,60,0.05,0.9685245901639344,0.2666666666666666,3.0,16.0,4.94392523364486,1.0,80.37049180327868
cardiovascular diseases,CRISPR Therapeutics AG,2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,4,0.5,0.9400000000000001,0.03333333333333333,0.0,2.0,1.7999999999999998,0.7776070961516035,79.90940429484937
cardiovascular diseases,"Translational Sciences, Inc.",2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,2,1.0,0.5666666666666667,-0.01666666666666667,1.0,1.0,1.0,0.5234906775131802,79.90157344179846
cardiovascular diseases,"Tasly Pharmaceutical Group Co., Ltd",4,3,3,2,0.6666666666666666,1.0,1.0,1.0,0.9833333333333334,8,0.25,0.9769230769230769,0.06666666666666667,0.0,4.0,1.0,0.5234906775131802,78.94003498026001
cardiovascular diseases,Tenaya Therapeutics,4,4,2,2,0.6666666666666666,1.0,0.6666666666666666,1.0,0.9333333333333333,2,1.0,0.3,-0.08333333333333336,2.0,2.0,1.0,0.5234906775131802,77.90157344179848
cardiovascular diseases,"Boryung Pharmaceutical Co., Ltd",29,8,20,5,1.0,1.0,1.0,1.0,1.0,11,0.45454545454545453,0.5139823008849558,-0.11666666666666674,8.0,21.0,1.6896551724137931,0.7472417035095585,76.84297214370379
cardiovascular diseases,"Mercator MedSystems, Inc.",3,3,2,2,0.5,1.0,0.6666666666666666,1.0,0.925,2,1.0,0.2512820512820512,-0.0666666666666667,2.0,1.0,1.0,0.5234906775131802,76.51054780077283
cardiovascular diseases,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",3,2,3,2,0.5,0.6666666666666666,1.0,1.0,0.925,42,0.047619047619047616,0.9647058823529412,0.03333333333333334,0.0,3.0,3.5555555555555554,1.0,76.49649859943978
cardiovascular diseases,Alnylam Pharmaceuticals,7,3,6,2,1.0,1.0,1.0,1.0,1.0,15,0.13333333333333333,0.6133333333333333,-0.05000000000000002,2.0,5.0,3.5555555555555554,1.0,74.93333333333332
cardiovascular diseases,"Neurotronic, Inc.",2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,2,1.0,0.1266666666666667,-0.06666666666666667,2.0,0.0,2.0,0.8297130933355026,74.16379760002168
cardiovascular diseases,EyeBiotech Ltd.,2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,6,0.3333333333333333,0.9400000000000001,0.01666666666666666,0.0,2.0,1.0,0.5234906775131802,74.0349067751318
cardiovascular diseases,"Shenzhen Salubris Pharmaceuticals Co., Ltd.",7,3,3,3,1.0,1.0,1.0,1.0,1.0,14,0.21428571428571427,0.5658536585365853,-0.03333333333333335,3.0,4.0,1.923076923076923,0.8100954344062797,73.70374180050878
cardiovascular diseases,"Clarion Cells, Inc.",2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,2,1.0,0.2533333333333333,-0.05000000000000002,1.0,0.0,1.0,0.5234906775131802,73.6349067751318
cardiovascular diseases,CSL Behring,2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,6,0.3333333333333333,0.6333333333333333,-3.583229404124382e-18,1.0,1.0,2.882352941176471,1.0,72.66666666666667
cardiovascular diseases,"Beijing Sungen Biomedical Technology Co., Ltd",3,1,3,1,0.5,0.3333333333333333,1.0,0.5,0.55,1,1.0,0.9647058823529412,0.05,0.0,3.0,1.0,0.5234906775131802,72.02902442219063
cardiovascular diseases,"Liquidia Technologies, Inc.",3,3,1,1,0.5,1.0,0.3333333333333333,0.5,0.55,1,1.0,0.9647058823529412,0.05,0.0,3.0,1.0,0.5234906775131802,72.02902442219063
cardiovascular diseases,Innervate Radiopharmaceuticals LLC (Formerly: Illumina Radiopharmaceuticals LLC),2,2,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,3,0.6666666666666666,0.5,-0.03333333333333333,1.0,1.0,1.0,0.5234906775131802,71.90157344179846
cardiovascular diseases,Cytokinetics,6,3,3,2,1.0,1.0,1.0,1.0,1.0,3,0.6666666666666666,0.1588235294117647,-0.15000000000000002,4.0,2.0,1.0,0.5234906775131802,71.74471069670042
cardiovascular diseases,"Bilix Co.,Ltd.",2,1,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.49166666666666664,1,1.0,0.8733333333333334,-3.583229404124382e-18,0.0,2.0,2.0,0.8297130933355026,70.34713093335503
