nct_id,Indication
NCT04984200,Diabetic Retinopathy
NCT07535307,Diabetes Mellitus
NCT07137585,"Diabetes Mellitus, Type 2"
NCT07137585,Obesity
NCT07137585,Overweight
NCT05114590,"Diabetes Mellitus, Type 2"
NCT07472725,"Diabetes Mellitus, Type 2"
NCT04722991,Diabetic Retinopathy
NCT05158244,"Diabetes Mellitus, Type 2"
NCT05158244,Obesity
NCT04662164,
NCT06532578,Overweight
NCT06532578,Obesity
NCT07193147,Diabetes Mellitus
NCT04590703,Diabetic Foot
NCT04660305,"Diabetes Mellitus, Type 1"
NCT07738341,Breast Neoplasms
NCT07738341,Neoplasm Metastasis
NCT07738341,"Diabetes Mellitus, Insulin-Dependent, 12"
NCT05552859,"Diabetes Mellitus, Type 2"
NCT05552859,Renal Insufficiency
NCT04419467,Diabetic Nephropathies
NCT04537637,"Diabetes Mellitus, Type 2"
NCT07135570,Glaucoma
NCT07135570,Diabetic Retinopathy
NCT07135570,Hypertensive Retinopathy
NCT07135570,Cataract
NCT07135570,Macular Degeneration
NCT07135570,Presbyopia
NCT07135570,Myopia
NCT07135570,Hyperopia
NCT07135570,Dacryocystitis
NCT07135570,Refractive Errors
NCT06731075,"Diabetes Mellitus, Type 2"
NCT05802862,Diabetes Mellitus
NCT06490445,Diabetes Mellitus
NCT06490445,Diabetic Neuropathies
NCT06490445,Marijuana Abuse
NCT06490445,Respiratory Aspiration
NCT05363761,"Diabetes Mellitus, Type 2"
NCT05363761,Hypertension
NCT05363761,Diabetes Mellitus
NCT05972954,Muscular Diseases
NCT05972954,Cardiomyopathies
NCT05972954,Mitochondrial encephalopathy
NCT05972954,"Acidosis, Lactic"
NCT05972954,MELAS Syndrome
NCT05972954,Syndrome
NCT05972954,MERRF Syndrome
NCT05972954,Deafness
NCT05972954,Noninsulin-dependent diabetes mellitus with deafness
NCT06866158,Diabetic Nephropathies
NCT07372118,"Diabetes Mellitus, Type 2"
NCT06592950,
NCT05153564,"Diabetes Mellitus, Type 2"
NCT06984211,Hypertension
NCT06984211,Myocardial Ischemia
NCT06984211,Heart Valve Diseases
NCT06984211,Heart Failure
NCT06984211,Diabetes Mellitus
NCT07592273,Diabetic Retinopathy
NCT04602754,Dyslipidemias
NCT04602754,"Diabetes Mellitus, Type 2"
NCT06141590,"Diabetes Mellitus, Type 2"
NCT07433062,"Diabetes Mellitus, Type 2"
NCT07433062,Diabetes Mellitus
NCT05772169,Cushing Syndrome
NCT05772169,"Diabetes Mellitus, Type 2"
NCT05772169,Diabetes Mellitus
NCT05352815,"Diabetes Mellitus, Type 2"
NCT05762107,
NCT05394519,Overweight
NCT05394519,Obesity
NCT05394519,"Diabetes Mellitus, Type 2"
NCT05741437,"Diabetes Mellitus, Type 2"
NCT07087795,"Diabetes Mellitus, Type 1"
NCT06824051,Obesity
NCT06824051,Overweight
NCT06764719,Diabetes Mellitus
NCT06764719,Wounds and Injuries
NCT06362265,"Diabetes Mellitus, Type 2"
NCT06362265,Insulin Resistance
NCT06370819,"Diabetes Mellitus, Type 2"
NCT06324604,"Diabetes Mellitus, Type 1"
NCT05024032,Obesity
NCT05024032,Overweight
NCT05024032,Nutrition Disorders
NCT07594093,Overweight
NCT07594093,Obesity
NCT07109700,"Diabetes Mellitus, Type 2"
NCT06161844,"Diabetes Mellitus, Type 2"
NCT06855147,"Diabetes Mellitus, Type 2"
NCT06855147,Weight Loss
NCT07472907,"Hearing Loss, Hidden"
NCT07472907,Diabetes Mellitus
NCT05926414,"Diabetes Mellitus, Type 2"
NCT06235086,"Diabetes Mellitus, Type 2"
NCT05687890,Diabetic Nephropathies
NCT05687890,"Glomerulonephritis, IGA"
NCT06169982,"Diabetes Mellitus, Type 2"
NCT05754424,"Diabetes Mellitus, Type 2"
NCT07691203,"Diabetes Mellitus, Type 2"
NCT07691203,Cardiovascular Diseases
NCT06932159,"Diabetes Mellitus, Type 2"
NCT07497880,Obesity
NCT07497880,Overweight
NCT07497880,Diabetes Mellitus
NCT06422039,"Diabetes Mellitus, Type 2"
NCT07222293,Diabetic Retinopathy
NCT07222293,Diabetes Mellitus
NCT06599684,Diabetic Retinopathy
NCT07065032,"Diabetes Mellitus, Type 2"
NCT06642584,
NCT06140485,"Diabetes Mellitus, Type 2"
NCT07140055,Obesity
NCT07140055,"Diabetes Mellitus, Type 2"
NCT07140055,Metabolic Diseases
NCT07026968,"Diabetes Mellitus, Type 2"
NCT05035368,"Diabetes Mellitus, Type 1"
NCT05035368,Insulin Resistance
NCT05035368,Overweight
NCT05161741,Drug-Related Side Effects and Adverse Reactions
NCT05161741,Insulin Resistance
NCT05161741,"Diabetes Mellitus, Type 2"
NCT07213895,"Diabetes Mellitus, Type 2"
NCT05151705,
NCT06914895,"Diabetes Mellitus, Type 1"
NCT06914895,Obesity
NCT06914895,Overweight
NCT04223895,
NCT06011798,Retinal Diseases
NCT06011798,Macular Edema
NCT06011798,Diabetes Mellitus
NCT06011798,Diabetic Retinopathy
NCT06011798,Retinal Degeneration
NCT06011798,Eye Diseases
NCT06011798,Edema
NCT04666987,"Diabetes Mellitus, Type 2"
NCT06513104,"Diabetes Mellitus, Type 2"
NCT06254014,"Diabetes Mellitus, Type 2"
NCT04604548,Mitochondrial Diseases
NCT04604548,Noninsulin-dependent diabetes mellitus with deafness
NCT04604548,MELAS Syndrome
NCT04604548,"Ophthalmoplegia, Chronic Progressive External"
NCT05377333,"Diabetes Mellitus, Type 2"
NCT04582435,"Diabetes Mellitus, Type 2"
NCT04276428,"Diabetes Mellitus, Type 2"
NCT07023965,Peripheral Arterial Disease
NCT07023965,Arterial Occlusive Diseases
NCT07023965,Arteriosclerosis Obliterans
NCT07023965,Thromboangiitis Obliterans
NCT07023965,Diabetic Foot
NCT07023965,Chronic Limb-Threatening Ischemia
NCT05597709,"Diabetes Mellitus, Type 2"
NCT06709807,"Diabetes Mellitus, Type 2"
NCT07244003,"Diabetes Mellitus, Type 2"
NCT04429503,"Diabetes Mellitus, Type 1"
NCT04429503,"Diabetes Mellitus, Type 2"
NCT04265261,Diabetic Retinopathy
NCT07073170,"Diabetes Mellitus, Type 2"
NCT05650229,Muscular Diseases
NCT05650229,Muscle Weakness
NCT05650229,Diabetes Mellitus
NCT06144788,"Diabetes Mellitus, Type 2"
NCT05995756,"Diabetes Mellitus, Type 2"
NCT07654374,Obesity
NCT07654374,Overweight
NCT07214857,Cardiovascular Diseases
NCT07214857,Diabetes Mellitus
NCT07396155,Diabetic Nephropathies
NCT07396155,Kidney Diseases
NCT06588504,"Diabetes Mellitus, Type 1"
NCT07020949,"Diabetes Mellitus, Type 2"
NCT06326047,"Diabetes Mellitus, Type 2"
NCT05473286,"Diabetes Mellitus, Type 2"
NCT06559722,"Diabetes Mellitus, Type 2"
NCT06256523,"Diabetes Mellitus, Type 2"
NCT04692688,Diabetic Retinopathy
NCT04692688,Diabetes Mellitus
NCT06260722,"Diabetes Mellitus, Type 2"
NCT06260722,Glucose Metabolism Disorders
NCT06260722,Metabolic Diseases
NCT06260722,Endocrine System Diseases
NCT05890950,Obesity
NCT05890950,"Diabetes Mellitus, Type 2"
NCT05464784,"Diabetes Mellitus, Type 2"
NCT05464784,Hypertriglyceridemia
NCT05464784,Non-alcoholic Fatty Liver Disease
NCT06807190,"Diabetes Mellitus, Type 1"
NCT05101135,"Diabetes Mellitus, Type 2"
NCT05623189,Non-alcoholic Fatty Liver Disease
NCT05623189,"Diabetes Mellitus, Type 2"
NCT07247084,Obesity
NCT07247084,Overweight
NCT06869018,"Diabetes Mellitus, Type 2"
NCT06869018,Glucose Metabolism Disorders
NCT06869018,Metabolic Diseases
NCT06869018,Endocrine System Diseases
NCT06869018,Diabetes Mellitus
NCT05703880,"Renal Insufficiency, Chronic"
NCT05703880,"Diabetes Mellitus, Type 2"
NCT06787482,Retinitis Pigmentosa
NCT06787482,Macular Degeneration
NCT06787482,Diabetic Retinopathy
NCT06937203,Obesity
NCT06937203,"Diabetes Mellitus, Type 2"
NCT06551740,Diabetes Mellitus
NCT05459285,"Diabetes Mellitus, Type 2"
NCT07282743,"Diabetes Mellitus, Type 2"
NCT05844644,"Diabetes Mellitus, Type 2"
NCT05844644,Obesity
NCT05844644,Overweight
NCT05844644,Prediabetic State
NCT07308184,Diabetes Mellitus
NCT07308184,"Diabetes Mellitus, Type 2"
NCT06419816,"Diabetes Mellitus, Type 2"
NCT04657016,Obesity
NCT04657016,Overweight
NCT04657016,Motor Activity
NCT04657016,Nutrition Disorders
NCT06305416,Diabetic Retinopathy
NCT06305416,Macular Edema
NCT06305416,Macular Degeneration
NCT06305416,Retinal Diseases
NCT06305416,Retinal Degeneration
NCT06305416,Diabetes Mellitus
NCT06305416,Edema
NCT07116928,"Diabetes Mellitus, Type 2"
NCT07116928,"Renal Insufficiency, Chronic"
NCT06288412,"Diabetes Mellitus, Type 2"
NCT06938334,"Diabetes Mellitus, Type 1"
NCT03686657,"Diabetes Mellitus, Type 2"
NCT03686657,Hypertension
NCT03686657,Arthritis
NCT03686657,Obesity
NCT03686657,Diabetes Mellitus
NCT07124039,"Renal Insufficiency, Chronic"
NCT07124039,"Diabetes Mellitus, Type 2"
NCT06045221,"Diabetes Mellitus, Type 2"
NCT04667143,"Diabetes Mellitus, Type 2"
NCT07568678,"Diabetes Mellitus, Type 2"
NCT04277598,Diabetic Foot
NCT05462756,"Diabetes Mellitus, Type 2"
NCT05791695,Uveitis
NCT05791695,Macular Degeneration
NCT05791695,Diabetic Retinopathy
NCT05791695,Endophthalmitis
NCT05791695,Retinal Vein Occlusion
NCT04492722,"Renal Insufficiency, Chronic"
NCT04492722,Proteinuria
NCT04492722,Diabetic Nephropathies
NCT04492722,Diabetes Mellitus
NCT05015894,"Diabetes Mellitus, Type 2"
NCT05443334,"Diabetes Mellitus, Type 2"
NCT04400344,Diabetic Foot
NCT04400344,Ulcer
NCT04400344,Foot Diseases
NCT04400344,Diabetic Neuropathies
NCT04400344,Diabetes Mellitus
NCT04400344,Diabetes Complications
NCT04899271,"Diabetes Mellitus, Type 1"
NCT05566028,"Diabetes Mellitus, Type 2"
NCT05628311,"Diabetes Mellitus, Type 2"
NCT06531512,Diabetic Foot
NCT04992312,"Diabetes Mellitus, Type 1"
NCT04992312,Hypoglycemia
NCT04259801,Overweight
NCT04259801,Obesity
NCT04259801,"Diabetes Mellitus, Type 2"
NCT05376930,"Diabetes Mellitus, Type 2"
NCT04979637,Wound Infection
NCT04979637,Diabetic Foot
NCT04979637,Pressure Ulcer
NCT04979637,Varicose Ulcer
NCT07282054,"Diabetes Mellitus, Type 1"
NCT05505994,Diabetes Mellitus
NCT05505994,"Diabetes Mellitus, Type 2"
NCT05505994,Glucose Metabolism Disorders
NCT05505994,Metabolic Diseases
NCT05505994,Endocrine System Diseases
NCT07121114,"Diabetes Mellitus, Type 2"
NCT04937816,"Diabetes Mellitus, Type 2"
NCT06247748,"Diabetes Mellitus, Type 2"
NCT06247748,Overweight
NCT06942936,Obesity
NCT06942936,"Diabetes Mellitus, Type 2"
NCT05692934,"Diabetes Mellitus, Type 2"
NCT07321678,"Diabetes Mellitus, Type 2"
NCT06767748,Diabetes Mellitus
NCT06767748,Insulin Resistance
NCT05139849,Diabetes Insipidus
NCT07456774,"Diabetes Mellitus, Type 2"
NCT05607810,Diabetic Retinopathy
NCT05607810,Blindness
NCT05607810,Retinal Diseases
NCT05607810,Eye Diseases
NCT05556291,
NCT05606913,"Diabetes Mellitus, Type 2"
NCT07736391,Overweight
NCT07736391,Obesity
NCT07736391,Diabetes Mellitus
NCT05683990,"Diabetes Mellitus, Type 1"
NCT05683990,Autoimmune Diseases
NCT05683990,Metabolic Diseases
NCT05683990,Immune System Diseases
NCT05439473,Diabetes Mellitus
NCT05439473,"Diabetes Mellitus, Type 2"
NCT05411965,"Diabetes Mellitus, Type 2"
NCT05411965,Diabetes Mellitus
NCT04501107,"Diabetes Mellitus, Type 1"
NCT06826339,Varicose Ulcer
NCT06826339,Diabetic Foot
NCT06826339,Foot Ulcer
NCT06826339,Leg Ulcer
NCT06826339,Ulcer
NCT06072573,Pain
NCT06072573,Somatoform Disorders
NCT06072573,Chronic Pain
NCT06072573,Diabetes Mellitus
NCT06072573,Diabetic Neuropathies
NCT06072573,Peripheral Nervous System Diseases
NCT06072573,Agnosia
NCT06072573,Marijuana Abuse
NCT06495424,Diabetic Neuropathies
NCT05640180,"Renal Insufficiency, Chronic"
NCT05640180,"Diabetes Mellitus, Type 2"
NCT05936151,Overweight
NCT05936151,Obesity
NCT05936151,"Diabetes Mellitus, Type 2"
NCT05007262,Diabetic Retinopathy
NCT05007262,Diabetes Mellitus
NCT05007262,Retinal Diseases
NCT05631431,Diabetes Mellitus
NCT05631431,"Diabetes Mellitus, Type 2"
NCT05297045,"Diabetes Mellitus, Type 2"
NCT03986073,"Diabetes Mellitus, Type 2"
NCT07209475,Diabetic Foot
NCT05254002,"Diabetes Mellitus, Type 2"
NCT05254002,"Renal Insufficiency, Chronic"
NCT04603937,Retinal Degeneration
NCT04603937,Retinal Diseases
NCT04603937,Eye Diseases
NCT04603937,Vision Disorders
NCT04603937,"Vision, Low"
NCT04603937,Diabetes Mellitus
NCT04603937,Diabetic Retinopathy
NCT04603937,Macular Edema
NCT06660173,"Diabetes Mellitus, Type 2"
NCT06660173,Obesity
NCT07554469,"Renal Insufficiency, Chronic"
NCT07554469,"Diabetes Mellitus, Type 2"
NCT05438251,Diabetic Foot
NCT04964921,Diabetes Mellitus
NCT05814406,"Diabetes Mellitus, Type 2"
NCT05814406,Diabetes Mellitus
NCT05259033,"Diabetes Mellitus, Type 2"
NCT04365400,Hypertriglyceridemia
NCT04365400,"Diabetes Mellitus, Type 2"
NCT06408311,"Diabetes Mellitus, Type 1"
NCT06408311,Diabetes Mellitus
NCT05603130,
NCT05882071,"Diabetes Mellitus, Type 2"
NCT06647888,"Diabetes Mellitus, Type 2"
NCT07668388,"Diabetes Mellitus, Type 2"
NCT05913193,Malnutrition
NCT05913193,Diabetes Mellitus
NCT05790681,"Diabetes Mellitus, Type 2"
NCT06534411,"Diabetes Mellitus, Type 2"
NCT07743450,Obesity
NCT07743450,Overweight
NCT07743450,"Diabetes Mellitus, Type 2"
NCT07754461,"Diabetes Mellitus, Type 2"
NCT06996886,"Diabetes Mellitus, Type 2"
NCT06996886,Obesity
NCT04556851,"Diabetes Mellitus, Type 2"
NCT05702073,"Diabetes Mellitus, Type 2"
NCT05221580,"Diabetes Mellitus, Type 2"
NCT04848480,"Diabetes Mellitus, Type 1"
NCT06422624,"Diabetes Mellitus, Type 2"
NCT05248776,"Diabetes Mellitus, Type 2"
NCT07024823,"Renal Insufficiency, Chronic"
NCT07024823,"Diabetes Mellitus, Type 2"
NCT07024823,Diabetic Nephropathies
NCT07083401,Diabetes Mellitus
NCT07581197,Diabetes Mellitus
NCT07581197,Hypoglycemia
NCT05925920,Obesity
NCT05925920,"Diabetes Mellitus, Type 2"
NCT05486065,"Diabetes Mellitus, Type 2"
NCT06767735,Diabetes Mellitus
NCT06767735,Insulin Resistance
NCT05363774,Diabetes Mellitus
NCT05952219,"Diabetes Mellitus, Type 2"
NCT05368623,Diabetes Mellitus
NCT05368623,Diabetic Retinopathy
NCT06634927,"Diabetes Mellitus, Type 2"
NCT07104383,Weight Loss
NCT07219602,Hyperlipidemias
NCT07219602,"Diabetes Mellitus, Type 2"
NCT07219602,Metabolic Syndrome
NCT07220759,Overweight
NCT07220759,Obesity
NCT07220759,"Diabetes Mellitus, Type 2"
NCT07505745,Prediabetic State
NCT07505745,Insulin Resistance
NCT07505745,Overweight
NCT07505745,Obesity
NCT07505745,Metabolic Syndrome
NCT06220773,Essential Hypertension
NCT06220773,"Diabetes Mellitus, Type 2"
NCT07076056,"Diabetes Mellitus, Type 2"
NCT04001231,"Diabetes Mellitus, Type 2"
NCT07048795,"Diabetes Mellitus, Type 1"
NCT04450394,"Diabetes Mellitus, Type 2"
NCT06972459,Obesity
NCT06972459,Overweight
NCT05046873,"Diabetes Mellitus, Type 2"
NCT05635266,Macular Degeneration
NCT05635266,Hypersensitivity
NCT05635266,red meat allergy
NCT05635266,Alzheimer Disease
NCT05635266,Amyloidosis
NCT05635266,"Spondylitis, Ankylosing"
NCT05635266,Arthritis
NCT05635266,Alopecia Areata
NCT05635266,Asthma
NCT05635266,"Dermatitis, Atopic"
NCT05635266,Autistic Disorder
NCT05635266,"Hepatitis, Autoimmune"
NCT05635266,Behcet Syndrome
NCT05635266,beta-Thalassemia
NCT05635266,Neoplasms
NCT05635266,Celiac Disease
NCT05635266,Kidney Diseases
NCT05635266,"Pulmonary Disease, Chronic Obstructive"
NCT05635266,Crohn Disease
NCT05635266,Cystic Fibrosis
NCT05635266,Diabetes Mellitus
NCT05635266,"Epilepsies, Myoclonic"
NCT05635266,Fibromyalgia
NCT05635266,Graves Disease
NCT05635266,Thyroid Diseases
NCT05635266,Hepatitis
NCT05635266,Hidradenitis Suppurativa
NCT05635266,Leukemia
NCT05635266,"Lupus Erythematosus, Systemic"
NCT05635266,Lymphoma
NCT05635266,Multiple Sclerosis
NCT05635266,Myasthenia Gravis
NCT05635266,Heart Diseases
NCT05635266,Parkinson Disease
NCT05635266,Pemphigus
NCT05635266,Fibrosis
NCT05635266,Psoriasis
NCT05635266,Schizophrenia
NCT05635266,"Scleroderma, Diffuse"
NCT05635266,"Anemia, Sickle Cell"
NCT05635266,Stroke
NCT05635266,"Colitis, Ulcerative"
NCT05635266,Vasculitis
NCT05635266,Vitiligo
NCT06111586,"Diabetes Mellitus, Type 1"
NCT06797869,"Diabetes Mellitus, Type 2"
NCT07415954,"Diabetes Mellitus, Type 2"
NCT04952779,"Diabetes Mellitus, Type 2"
NCT06152042,"Diabetes Mellitus, Type 1"
NCT06451757,Mitochondrial Diseases
NCT06451757,Noninsulin-dependent diabetes mellitus with deafness
NCT06451757,MELAS Syndrome
NCT06932601,Metabolic Syndrome
NCT06932601,Diabetes Mellitus
NCT06932601,Hypertension
NCT06932601,Obesity
NCT06932601,Chronic Disease
NCT07634770,"Diabetes Mellitus, Type 1"
NCT06411275,"Diabetes Mellitus, Type 2"
NCT07266766,"Diabetes Mellitus, Type 2"
NCT06086912,"Diabetes Mellitus, Type 2"
NCT06227819,Heart Failure
NCT06227819,Hypertension
NCT06227819,Hypercholesterolemia
NCT06227819,Anemia
NCT06227819,Diabetes Mellitus
NCT06227819,Thyroid Diseases
NCT06227819,Kidney Diseases
NCT06227819,Hemostatic Disorders
NCT06227819,Wounds and Injuries
NCT06227819,Disease
NCT05454709,"Diabetes Mellitus, Type 1"
NCT04869800,"Diabetes Mellitus, Type 2"
NCT06431477,Diabetic Nephropathies
NCT06431477,Hypertension
NCT05031871,"Diabetes Mellitus, Type 2"
NCT05533632,"Diabetes Mellitus, Type 2"
NCT04497805,Diabetic Foot
NCT07044765,
NCT06066528,Obesity
NCT06066528,"Diabetes Mellitus, Type 2"
NCT05747664,"Diabetes Mellitus, Type 2"
NCT05468632,"Diabetes Mellitus, Type 2"
NCT05028140,"Diabetes Mellitus, Type 2"
NCT06065540,"Diabetes Mellitus, Type 2"
NCT07552389,Hypertension
NCT07552389,"Diabetes Mellitus, Type 2"
NCT06989190,"Diabetes Mellitus, Type 1"
NCT06879132,"Diabetes Mellitus, Type 2"
NCT05002933,"Diabetes Mellitus, Type 2"
NCT04663282,"Diabetes Mellitus, Type 2"
NCT04431141,"Diabetes Mellitus, Type 2"
NCT05048719,"Diabetes Mellitus, Type 2"
NCT05552339,"Diabetes Mellitus, Type 2"
NCT05552339,"Renal Insufficiency, Chronic"
NCT06268145,"Diabetes Mellitus, Type 2"
NCT05659537,"Diabetes Mellitus, Type 2"
NCT03987802,"Diabetes Mellitus, Type 1"
NCT03987802,"Diabetes Mellitus, Type 2"
NCT05099770,"Diabetes Mellitus, Type 2"
NCT05099770,"Renal Insufficiency, Chronic"
NCT04305054,Melanoma
NCT04305054,"Parkinson Disease 4, Autosomal Dominant Lewy Body"
NCT04305054,"Diabetes Mellitus, Insulin-Dependent, 12"
NCT07034781,
NCT04976283,"Diabetes Mellitus, Type 2"
NCT04976283,Non-alcoholic Fatty Liver Disease
NCT05378672,Hypoglycemia
NCT05378672,"Diabetes Mellitus, Type 1"
NCT05378672,Diabetes Mellitus
NCT05327595,"Diabetes Mellitus, Type 2"
NCT04768673,"Diabetes Mellitus, Type 2"
NCT06989216,Skin Neoplasms
NCT06989216,Skin Diseases
NCT06989216,"Dermatitis, Atopic"
NCT06989216,Psoriasis
NCT06989216,Raynaud Disease
NCT06989216,Diabetic Foot
NCT06989216,Peripheral Arterial Disease
NCT07160816,"Diabetes Mellitus, Type 1"
NCT06334133,"Diabetes Mellitus, Type 1"
NCT05275400,"Diabetes Mellitus, Type 2"
NCT06517784,"Diabetes Mellitus, Type 2"
NCT05433584,"Diabetes Mellitus, Type 2"
NCT05433584,Diabetes Mellitus
NCT07527078,"Diabetes Mellitus, Type 2"
NCT04605991,"Diabetes Mellitus, Type 2"
NCT05536804,Overweight
NCT05536804,Obesity
NCT05536804,"Renal Insufficiency, Chronic"
NCT05536804,"Diabetes Mellitus, Type 2"
NCT06327815,"Diabetes Mellitus, Type 2"
NCT07662213,"Diabetes Mellitus, Type 2"
NCT06715462,Diabetes Mellitus
NCT06715462,"Diabetes Mellitus, Type 1"
NCT06715462,"Diabetes Mellitus, Type 2"
NCT06715462,Pain
NCT06715462,Peripheral Nervous System Diseases
NCT06715462,Neuritis
NCT07260110,"Diabetes Mellitus, Type 1"
NCT04943692,"Diabetes Mellitus, Type 2"
NCT04943692,Diabetes Mellitus
NCT05359432,"Diabetes Mellitus, Type 2"
NCT05662332,"Diabetes Mellitus, Type 2"
NCT05372809,Diabetic Foot
NCT06846567,Diabetic Neuropathies
NCT06846567,Diabetes Mellitus
NCT04855292,Diabetes Mellitus
NCT06695598,"Diabetes Mellitus, Type 2"
NCT06427083,"Diabetes Mellitus, Type 2"
NCT06439056,"Diabetes Mellitus, Type 2"
NCT07187713,Hypertensive Nephropathy
NCT07187713,"Renal Insufficiency, Chronic"
NCT07187713,Diabetic Nephropathies
NCT07187713,Kidney Diseases
NCT05267626,Neoplasm Metastasis
NCT05267626,Melanoma
NCT05267626,"Carcinoma, Non-Small-Cell Lung"
NCT05267626,"Diabetes Mellitus, Insulin-Dependent, 10"
NCT05267626,Squamous Cell Carcinoma of Head and Neck
NCT05267626,Stomach Neoplasms
NCT05267626,Urinary Bladder Neoplasms
NCT05267626,"Carcinoma, Merkel Cell"
NCT05267626,"Carcinoma, Renal Cell"
NCT07599410,
NCT05651724,Liver Cirrhosis
NCT05651724,Fatty Liver
NCT05651724,"Diabetes Mellitus, Type 2"
NCT05651724,Obesity
NCT05651724,Metabolic Syndrome
NCT05651724,Hypertension
NCT06191614,
NCT07662135,"Diabetes Mellitus, Type 2"
NCT05595681,Diabetic Foot
NCT06003530,Diabetic Foot
NCT06548100,"Lipodystrophy, Congenital Generalized"
NCT06548100,"Obesity, Morbid"
NCT06548100,Diabetes Mellitus
NCT06548100,Hypertriglyceridemia
NCT06548100,"Lipodystrophy, Familial Partial"
NCT06548100,Insulin Resistance
NCT05492630,Diabetic Nephropathies
NCT05177107,Osteomyelitis
NCT05177107,Diabetes Mellitus
NCT04345107,"Diabetes Mellitus, Type 2"
NCT07057271,
NCT05448820,Sarcoma
NCT05448820,"Diabetes Mellitus, Insulin-Dependent, 12"
NCT05448820,Chondrosarcoma
NCT06554054,"Diabetes Mellitus, Type 2"
NCT06339086,"Diabetes Mellitus, Type 2"
NCT07540754,Diabetes Mellitus
NCT07540754,Weight Loss
NCT06649773,"Diabetes Mellitus, Type 2"
NCT06340854,"Diabetes Mellitus, Type 2"
NCT04326166,"Diabetes Mellitus, Type 2"
NCT06890286,"Diabetes Mellitus, Type 2"
NCT06137469,"Diabetes Mellitus, Type 2"
NCT06006689,Diabetic Nephropathies
NCT05951946,Diabetes Mellitus
NCT05680155,"Diabetes Mellitus, Type 2"
NCT07399678,Overweight
NCT07399678,Obesity
NCT07399678,"Diabetes Mellitus, Type 2"
NCT07399678,Weight Loss
NCT06704022,"Diabetes Mellitus, Type 2"
NCT06919354,"Diabetes Mellitus, Type 1"
NCT05943886,Obesity
NCT05943886,"Diabetes Mellitus, Type 2"
NCT05054842,"Diabetes Mellitus, Type 2"
NCT05719961,Diabetes Mellitus
NCT04295005,"Diabetes Mellitus, Type 2"
NCT04503551,Diabetic Retinopathy
NCT04503551,Vision Disorders
NCT04503551,Retinal Diseases
NCT04503551,Eye Diseases
NCT07187531,"Diabetes Mellitus, Type 1"
NCT04889157,"Diabetes Mellitus, Type 2"
NCT05694169,Diabetic Nephropathies
NCT05694169,Cakut
NCT05694169,"Renal Insufficiency, Chronic"
NCT04854512,"Diabetes Mellitus, Type 2"
NCT04233801,"Diabetes Mellitus, Type 2"
NCT06074601,"Obstetric Labor, Premature"
NCT06074601,Premature Birth
NCT06074601,Preterm Premature Rupture of the Membranes
NCT06074601,Pre-Eclampsia
NCT06074601,"Hypertension, Pregnancy-Induced"
NCT06074601,Fetal Growth Retardation
NCT06611930,"Diabetes Mellitus, Type 2"
NCT06611930,Obesity
NCT06611930,Overweight
NCT05409924,"Diabetes Mellitus, Type 2"
NCT05705271,"Renal Insufficiency, Chronic"
NCT05705271,"Diabetes Mellitus, Type 2"
NCT05169034,"Diabetes Mellitus, Type 1"
NCT05169034,"Diabetes Mellitus, Type 2"
NCT04790006,"Diabetes Mellitus, Type 2"
NCT07630233,"Diabetes Mellitus, Type 2"
NCT06603571,Obesity
NCT06603571,Overweight
NCT06603571,"Diabetes Mellitus, Type 2"
NCT04450407,"Diabetes Mellitus, Type 1"
NCT05260021,Diabetes Mellitus
NCT05260021,"Diabetes Mellitus, Type 2"
NCT05260021,Glucose Metabolism Disorders
NCT05260021,Endocrine System Diseases
NCT05260021,Metabolic Diseases
NCT06402565,Diabetic Foot
NCT05857319,Overweight
NCT05857319,Obesity
NCT05857319,Cardiovascular Diseases
NCT05857319,Metabolic Diseases
NCT05857319,"Diabetes Mellitus, Type 2"
NCT05857319,"Sleep Apnea, Obstructive"
NCT05857319,Non-alcoholic Fatty Liver Disease
NCT05294536,"Diabetes Mellitus, Type 2"
NCT05296044,"Diabetes Mellitus, Type 2"
NCT05822544,Obesity
NCT05822544,"Diabetes Mellitus, Type 2"
NCT05762471,Overweight
NCT05762471,Obesity
NCT05731544,"Diabetes Mellitus, Type 2"
NCT05731544,Diabetes Mellitus
NCT06703268,"Diabetes Mellitus, Type 2"
NCT06562296,Diabetic Foot
NCT06562296,Varicose Ulcer
NCT06562296,Ulcer
NCT05227196,"Diabetes Mellitus, Type 2"
NCT04564742,Heart Failure
NCT04564742,Myocardial Infarction
NCT05816759,"Diabetes Mellitus, Type 2"
NCT05417880,Diabetes Mellitus
NCT05813496,Diabetic Neuropathies
NCT06578676,"Diabetes Mellitus, Type 2"
NCT06578676,Dyslipidemias
NCT05318326,"Diabetes Mellitus, Type 2"
NCT06879158,"Diabetes Mellitus, Type 2"
NCT05644717,Fatty Liver
NCT05644717,Liver Cirrhosis
NCT05644717,Body Weight Changes
NCT05497674,"Diabetes Mellitus, Type 2"
NCT07039890,"Diabetes Mellitus, Type 2"
NCT04106050,Diabetic Neuropathies
NCT04770532,"Diabetes Mellitus, Type 2"
NCT07304687,"Diabetes Mellitus, Type 2"
NCT06560333,"Diabetes Mellitus, Type 2"
NCT07564414,Obesity
NCT07564414,"Diabetes Mellitus, Type 2"
NCT07676214,Diabetes Mellitus
NCT07676214,Hypertension
NCT07676214,Obesity
NCT04564846,"Diabetes Mellitus, Type 2"
NCT05065879,
NCT06354660,"Diabetes Mellitus, Type 2"
NCT06354660,Glucose Metabolism Disorders
