nct_id,Indication
NCT05461430,Mouth Neoplasms
NCT05461430,Cholangiocarcinoma
NCT05461430,Melanoma
NCT05461430,Mesothelioma
NCT05461430,Lung Neoplasms
NCT05461430,Gastrointestinal Stromal Tumors
NCT05461430,Stomach Neoplasms
NCT05461430,Colonic Neoplasms
NCT03884400,Neoplasms
NCT03884400,Digestive System Diseases
NCT03884400,Autoimmune Diseases
NCT03884400,Nephritis
NCT07092865,Respiratory Syncytial Virus Infections
NCT06866236,"Renal Insufficiency, Chronic"
NCT06866236,Acute Kidney Injury
NCT06866236,Renal Insufficiency
NCT04733040,Glomerulonephritis
NCT04733040,"Glomerulonephritis, Membranous"
NCT06531824,"Renal Insufficiency, Chronic"
NCT04260464,Renal Insufficiency
NCT04842032,Familial Hypophosphatemic Rickets
NCT05705271,"Renal Insufficiency, Chronic"
NCT05705271,"Diabetes Mellitus, Type 2"
NCT05889806,Neoplasms
NCT05889806,Hematologic Neoplasms
NCT05889806,Digestive System Diseases
NCT05889806,Autoimmune Diseases
NCT05889806,Communicable Diseases
NCT05889806,Cardiovascular Diseases
NCT05889806,Urogenital Diseases
NCT05889806,Kidney Diseases
NCT05092347,"Renal Insufficiency, Chronic"
NCT04707248,"Carcinoma, Renal Cell"
NCT04707248,Ovarian Neoplasms
NCT07634744,"Glomerulonephritis, IGA"
NCT06352138,
NCT05460234,"Renal Insufficiency, Chronic"
NCT05460234,Hyperparathyroidism
NCT04895709,Uterine Cervical Neoplasms
NCT04895709,"Carcinoma, Non-Small-Cell Lung"
NCT04895709,Squamous Cell Carcinoma of Head and Neck
NCT04895709,"Carcinoma, Renal Cell"
NCT04895709,"Carcinoma, Transitional Cell"
NCT04895709,Melanoma
NCT04895709,Ovarian Neoplasms
NCT04895709,Triple Negative Breast Neoplasms
NCT06717698,"Renal Insufficiency, Chronic"
NCT06614712,Kidney Diseases
NCT07141030,Obesity
NCT07141030,Overweight
NCT05609812,Lupus Nephritis
NCT05609812,"Lupus Erythematosus, Systemic"
NCT04654221,Acute Kidney Injury
NCT05306210,"Renal Insufficiency, Chronic"
NCT04181762,Lupus Nephritis
NCT04181762,"Lupus Erythematosus, Systemic"
NCT05468697,"Carcinoma, Renal Cell"
NCT05468697,Kidney Neoplasms
NCT05866276,"Renal Insufficiency, Chronic"
NCT05487040,COVID-19
NCT05487040,Kidney Diseases
NCT05487040,Renal Insufficiency
NCT04810078,"Carcinoma, Renal Cell"
NCT06218290,"Kidney Failure, Chronic"
NCT06712407,"Glomerulonephritis, IGA"
NCT06712407,"Kidney Failure, Chronic"
NCT06312644,"Hemoglobinuria, Paroxysmal"
NCT06312644,Atypical Hemolytic Uremic Syndrome
NCT06312644,Myasthenia Gravis
NCT06312644,Neuromyelitis Optica
NCT05200871,"Glomerulosclerosis, Focal Segmental"
NCT05200871,"Glomerulonephritis, IGA"
NCT04542590,"Hyperoxaluria, Primary"
NCT04542590,Kidney Calculi
NCT04542590,Nephrocalcinosis
NCT05624723,Renal Insufficiency
NCT05624723,Kidney Diseases
NCT05624723,"Kidney Failure, Chronic"
NCT07523542,"Lupus Erythematosus, Systemic"
NCT07523542,Lupus Nephritis
NCT06265220,"Lupus Erythematosus, Systemic"
NCT06265220,Lupus Nephritis
NCT06238388,
NCT06289998,"Polycystic Kidney, Autosomal Dominant"
NCT04682587,"Carcinoma, Renal Cell"
NCT03831152,"Acidosis, Renal Tubular"
NCT05852938,"Glomerulonephritis, IGA"
NCT05852938,Kidney Diseases
NCT05852938,"Renal Insufficiency, Chronic"
NCT05852938,Urologic Diseases
NCT05852938,Glomerulonephritis
NCT07598448,"Glomerulonephritis, Membranoproliferative"
NCT07049926,"Carcinoma, Renal Cell"
NCT05018416,"Renal Insufficiency, Chronic"
NCT05018416,"Diabetes Mellitus, Type 1"
NCT05018416,"Diabetes Mellitus, Type 2"
NCT05505955,Glomerulonephritis
NCT06911320,Renal Insufficiency
NCT05684159,Atypical Hemolytic Uremic Syndrome
NCT07252661,"Carcinoma, Hepatocellular"
NCT07252661,"Carcinoma, Renal Cell"
NCT07252661,"Thyroid cancer, medullary"
NCT07252661,Melanoma
NCT07252661,Gallbladder Neoplasms
NCT07252661,Neoplasm Metastasis
NCT05126303,Acute Kidney Injury
NCT04513522,Kidney Neoplasms
NCT04260802,Neoplasms
NCT04260802,Neoplasm Metastasis
NCT04260802,Triple Negative Breast Neoplasms
NCT04260802,Stomach Neoplasms
NCT04260802,Uterine Cervical Neoplasms
NCT04260802,Ovarian Neoplasms
NCT04260802,"Carcinoma, Hepatocellular"
NCT04260802,Squamous Cell Carcinoma of Head and Neck
NCT04260802,"Carcinoma, Transitional Cell"
NCT04260802,"Carcinoma, Non-Small-Cell Lung"
NCT04260802,"Carcinoma, Renal Cell"
NCT04260802,"Carcinoma, Squamous Cell"
NCT04260802,Sarcoma
NCT04260802,"Carcinoma, Merkel Cell"
NCT04260802,Urinary Bladder Neoplasms
NCT05597839,"Carcinoma, Non-Small-Cell Lung"
NCT05597839,Squamous Cell Carcinoma of Head and Neck
NCT05597839,"Carcinoma, Renal Cell"
NCT07203404,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT07203404,Anti-Glomerular Basement Membrane Disease
NCT07203404,"Glomerulonephritis, IGA"
NCT06332755,"Carcinoma, Non-Small-Cell Lung"
NCT06332755,Squamous Cell Carcinoma of Head and Neck
NCT06332755,"Carcinoma, Renal Cell"
NCT06332755,"Carcinoma, Transitional Cell"
NCT06332755,Melanoma
NCT07104721,"Lupus Erythematosus, Systemic"
NCT07104721,Lupus Nephritis
NCT07104721,"Scleroderma, Systemic"
NCT07104721,Myositis
NCT07104721,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT07104721,Antiphospholipid Syndrome
NCT07104721,Recurrence
NCT07104721,Autoimmune Diseases
NCT06336148,"Carcinoma, Non-Small-Cell Lung"
NCT06336148,Head and Neck Neoplasms
NCT06336148,Esophageal Neoplasms
NCT06336148,Ovarian Neoplasms
NCT06336148,Uterine Cervical Neoplasms
NCT06336148,Stomach Neoplasms
NCT06336148,Thyroid Neoplasms
NCT06336148,"Carcinoma, Renal Cell"
NCT06336148,Mesothelioma
NCT06336148,Breast Neoplasms
NCT06336148,Pancreatic Neoplasms
NCT06336148,Colorectal Neoplasms
NCT06336148,Sarcoma
NCT06336148,Melanoma
NCT06336148,Urinary Bladder Neoplasms
NCT06336148,Cholangiocarcinoma
NCT06336148,Bile Duct Neoplasms
NCT04496089,"Carcinoma, Renal Cell"
NCT06283589,Calciphylaxis
NCT06283589,Calcinosis Cutis
NCT06283589,Calcinosis
NCT06283589,Calcium Metabolism Disorders
NCT06283589,Vascular Calcification
NCT06283589,"Kidney Failure, Chronic"
NCT06283589,"Renal Insufficiency, Chronic"
NCT06534723,Alzheimer Disease
NCT05631938,Renal Insufficiency
NCT04140526,"Carcinoma, Non-Small-Cell Lung"
NCT04140526,Melanoma
NCT04140526,"Carcinoma, Renal Cell"
NCT04140526,Colorectal Neoplasms
NCT04140526,Sarcoma
NCT04140526,Prostatic Neoplasms
NCT04140526,Ovarian Neoplasms
NCT04140526,Small Cell Lung Carcinoma
NCT04140526,Breast Neoplasms
NCT04140526,Pancreatic Neoplasms
NCT04140526,Stomach Neoplasms
NCT04140526,Esophageal Neoplasms
NCT04140526,Uterine Cervical Neoplasms
NCT04140526,"Carcinoma, Adenoid Cystic"
NCT04140526,Salivary Gland Neoplasms
NCT04140526,"Carcinoma, Transitional Cell"
NCT05858749,"Carcinoma, Renal Cell"
NCT05858749,Kidney Neoplasms
NCT04106349,"Carcinoma, Renal Cell"
NCT06425055,"Nephritis, Hereditary"
NCT07180238,Sepsis
NCT07180238,Acute Kidney Injury
NCT05386758,Renal Insufficiency
NCT05198778,Renal Insufficiency
NCT06664125,Hyperphosphatemia
NCT04162366,Hypertension
NCT04162366,"Renal Insufficiency, Chronic"
NCT07759167,"Kidney Failure, Chronic"
NCT07759167,Thrombosis
NCT07759167,Hemorrhage
NCT07759167,"Renal Insufficiency, Chronic"
NCT06642909,
NCT05809531,"Glomerulonephritis, Membranoproliferative"
NCT06734234,Kidney Diseases
NCT06734234,"Polycystic Kidney, Autosomal Dominant"
NCT06342960,Lupus Nephritis
NCT06342960,Glomerulonephritis
NCT06342960,Autoimmune Diseases
NCT06342960,"Lupus Erythematosus, Systemic"
NCT07483827,Kidney Diseases
NCT06374797,Acute Kidney Injury
NCT07079579,
NCT05485961,"Kidney Failure, Chronic"
NCT05485961,Myocardial Infarction
NCT05485961,Atherosclerosis
NCT05485961,Coronary Artery Disease
NCT05485961,Peripheral Arterial Disease
NCT05485961,Diabetes Mellitus
NCT07308574,Atypical Hemolytic Uremic Syndrome
NCT07038382,"Glomerulonephritis, Membranous"
NCT07038382,Lupus Nephritis
NCT04849650,"Kidney Failure, Chronic"
NCT04586231,"Carcinoma, Renal Cell"
NCT04398745,Multiple Myeloma
NCT04398745,"Kidney Failure, Chronic"
NCT04398745,Renal Insufficiency
NCT05865730,"Carcinoma, Renal Cell"
NCT05865730,"Carcinoma, Non-Small-Cell Lung"
NCT06310967,Hyperuricemia
NCT06310967,Renal hypouricemia
NCT06310967,"Renal Insufficiency, Chronic"
NCT04510090,Pruritus
NCT04510090,Cholestasis
NCT04510090,Renal Insufficiency
NCT07044115,Lupus Nephritis
NCT06717815,Lupus Nephritis
NCT06910657,Colorectal Neoplasms
NCT06910657,Pancreatic Neoplasms
NCT06910657,Melanoma
NCT06910657,Ovarian Neoplasms
NCT06910657,Stomach Neoplasms
NCT06910657,Esophageal Neoplasms
NCT06910657,"Carcinoma, Hepatocellular"
NCT06910657,"Carcinoma, Renal Cell"
NCT06910657,Breast Neoplasms
NCT06910657,Sarcoma
NCT06910657,Urinary Bladder Neoplasms
NCT06910657,Lung Neoplasms
NCT06910657,Prostatic Neoplasms
NCT06910657,Uterine Cervical Neoplasms
NCT06910657,Head and Neck Neoplasms
NCT06910657,Adrenal Gland Neoplasms
NCT06910657,Neoplasm Metastasis
NCT06910657,Neoplasms
NCT06910657,Vaccinia
NCT06929156,"Diabetes Mellitus, Type 2"
NCT06929156,Overweight
NCT06929156,Obesity
NCT06101901,Diabetic Nephropathies
NCT05004311,Renal Insufficiency
NCT06399419,Clear-cell metastatic renal cell carcinoma
NCT06399419,"Carcinoma, Renal Cell"
NCT06004661,Renal Insufficiency
NCT04469907,Renal Insufficiency
NCT05614102,"Carcinoma, Non-Small-Cell Lung"
NCT05614102,"Carcinoma, Renal Cell"
NCT05614102,Melanoma
NCT07072728,Adjustment Disorders
NCT07072728,Neoplasms
NCT07072728,Endometrial Neoplasms
NCT07072728,Kidney Neoplasms
NCT07072728,Prostatic Neoplasms
NCT07072728,Breast Neoplasms
NCT07072728,Stomach Neoplasms
NCT07072728,Melanoma
NCT07072728,Pancreatic Neoplasms
NCT07122401,"Hyperparathyroidism, Secondary"
NCT07122401,"Renal Insufficiency, Chronic"
NCT04221477,Lupus Nephritis
NCT06897930,"Lupus Erythematosus, Systemic"
NCT06897930,Lupus Nephritis
NCT04913272,
NCT04991571,"Renal Insufficiency, Chronic"
NCT05059444,Urinary Bladder Neoplasms
NCT05059444,Ureteral Neoplasms
NCT05059444,"Carcinoma, Non-Small-Cell Lung"
NCT05059444,Melanoma
NCT05059444,Esophageal Neoplasms
NCT05059444,Squamous Cell Carcinoma of Head and Neck
NCT05059444,"Carcinoma, Ovarian Epithelial"
NCT05059444,Fallopian Tube Neoplasms
NCT05059444,Endometrial Neoplasms
NCT05059444,"Carcinoma, Renal Cell"
NCT05059444,Rectal Neoplasms
NCT05420519,Neoplasm Metastasis
NCT05420519,"Carcinoma, Renal Cell"
NCT05585034,Squamous Cell Carcinoma of Head and Neck
NCT05585034,"Carcinoma, Non-Small-Cell Lung"
NCT05585034,"Carcinoma, Transitional Cell"
NCT05585034,"Carcinoma, Renal Cell"
NCT05585034,"Carcinoma, Ovarian Epithelial"
NCT05585034,Triple Negative Breast Neoplasms
NCT05585034,Colorectal Neoplasms
NCT07765537,
NCT04656795,Renal Insufficiency
NCT04656795,"Lymphoma, Follicular"
NCT05495581,Renal Insufficiency
NCT04504669,"Carcinoma, Renal Cell"
NCT04504669,"Carcinoma, Non-Small-Cell Lung"
NCT04504669,Triple Negative Breast Neoplasms
NCT04504669,Small Cell Lung Carcinoma
NCT04504669,Melanoma
NCT04504669,Uterine Cervical Neoplasms
NCT06372431,Hypertension
NCT06372431,"Renal Insufficiency, Chronic"
NCT05043090,"Carcinoma, Renal Cell"
NCT05043090,Neoplasm Metastasis
NCT05043090,Carcinoma
NCT05653882,"Carcinoma, Non-Small-Cell Lung"
NCT05653882,Melanoma
NCT05653882,Squamous Cell Carcinoma of Head and Neck
NCT05653882,"Carcinoma, Renal Cell"
NCT05036850,Kidney Diseases
NCT05036850,"Renal Insufficiency, Chronic"
NCT05036850,Diabetic Nephropathies
NCT05036850,Hypertensive Nephropathy
NCT05036850,Glomerulonephritis
NCT05036850,"Glomerulosclerosis, Focal Segmental"
NCT05036850,"Glomerulonephritis, Membranous"
NCT05036850,"Nephrosis, Lipoid"
NCT05036850,"Glomerulonephritis, IGA"
NCT05118074,"Renal Insufficiency, Chronic"
NCT05118074,Acute Kidney Injury
NCT04522323,"Carcinoma, Renal Cell"
NCT04522323,"Diabetes Mellitus, Insulin-Dependent, 12"
NCT05468190,Neoplasm Metastasis
NCT05468190,"Carcinoma, Renal Cell"
NCT05468190,Ovarian Neoplasms
NCT05468190,Uterine Cervical Neoplasms
NCT05534620,"Leukemia, Myeloid, Acute"
NCT05534620,Myelodysplastic Syndromes
NCT06150924,"Renal Insufficiency, Chronic"
NCT06150924,Albuminuria
NCT06150924,Hypertension
NCT06150924,Proteinuria
NCT06150924,Diabetic Nephropathies
NCT07236762,"Lupus Erythematosus, Systemic"
NCT07236762,Lupus Nephritis
NCT07236762,Sjogren's Syndrome
NCT07236762,Myositis
NCT07236762,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT07236762,Antiphospholipid Syndrome
NCT06690359,"Glomerulonephritis, IGA"
NCT06690359,"Glomerulonephritis, Membranous"
NCT07014631,
NCT07696962,"Kidney Failure, Chronic"
NCT07020923,"Glomerulonephritis, IGA"
NCT05037825,"Carcinoma, Non-Small-Cell Lung"
NCT05037825,Melanoma
NCT05037825,"Carcinoma, Renal Cell"
NCT05037825,Triple Negative Breast Neoplasms
NCT07390123,"Glomerulonephritis, IGA"
NCT06962891,"Renal Insufficiency, Chronic"
NCT06962891,Disease Progression
NCT05961111,Sarcoma
NCT05961111,Carcinoma
NCT05961111,Gastrointestinal Neoplasms
NCT05961111,Breast Neoplasms
NCT05961111,Lung Neoplasms
NCT05961111,Brain Neoplasms
NCT05961111,Melanoma
NCT05961111,Head and Neck Neoplasms
NCT05961111,Kidney Neoplasms
NCT06655493,
NCT05082584,Anemia
NCT05082584,"Renal Insufficiency, Chronic"
NCT05082584,Kidney Diseases
NCT07647133,"Renal Insufficiency, Chronic"
NCT07289763,
NCT05874921,"Carcinoma, Transitional Cell"
NCT05874921,Carcinoma
NCT05874921,Recurrence
NCT05874921,Neoplasms by Histologic Type
NCT05874921,Neoplasms
NCT05874921,Urologic Neoplasms
NCT05874921,Urogenital Neoplasms
NCT05874921,Neoplasms by Site
NCT07587021,Primary hyperoxaluria type 1
NCT07587021,Hyperoxaluria
NCT07587021,"Hyperoxaluria, Primary"
NCT07587021,Kidney Calculi
NCT07688187,"Carcinoma, Renal Cell"
NCT07688187,Kidney Neoplasms
NCT07557407,"Renal Insufficiency, Chronic"
NCT06294236,"Lupus Erythematosus, Systemic"
NCT06294236,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT06294236,Granulomatosis with Polyangiitis
NCT06294236,Microscopic Polyangiitis
NCT06294236,Autoimmune Diseases
NCT06294236,Lupus Nephritis
NCT06294236,Vasculitis
NCT04788394,Acute Kidney Injury
NCT04788394,COVID-19
NCT04788394,Renal Insufficiency
NCT04788394,Coronavirus Infections
NCT07143331,Alzheimer Disease
NCT07143331,"Renal Insufficiency, Chronic"
NCT04727528,Hyperkalemia
NCT04727528,Acidosis
NCT04727528,"Renal Insufficiency, Chronic"
NCT04498156,"Renal Insufficiency, Chronic"
NCT04498156,"Diabetes Mellitus, Type 2"
NCT05003986,"Glomerulosclerosis, Focal Segmental"
NCT05003986,"Nephrosis, Lipoid"
NCT05003986,"Glomerulonephritis, IGA"
NCT05003986,IgA Vasculitis
NCT05003986,"Nephritis, Hereditary"
NCT05003986,"Macular dystrophy, corneal type 1"
NCT06465069,Neoplasm Metastasis
NCT06465069,Urinary Bladder Neoplasms
NCT06465069,Triple Negative Breast Neoplasms
NCT06465069,"Carcinoma, Non-Small-Cell Lung"
NCT06465069,Esophageal Neoplasms
NCT06465069,Pancreatic Neoplasms
NCT06465069,Ovarian Neoplasms
NCT06465069,Uterine Cervical Neoplasms
NCT06465069,Squamous Cell Carcinoma of Head and Neck
NCT06465069,Prostatic Neoplasms
NCT06465069,Urologic Neoplasms
NCT06465069,Ureteral Neoplasms
NCT06245642,"Fatigue Syndrome, Chronic"
NCT05283746,Renal Insufficiency
NCT07616700,"Glomerulonephritis, IGA"
NCT06610526,"Renal Insufficiency, Chronic"
NCT05704985,Neoplasms
NCT05704985,Colorectal Neoplasms
NCT05704985,Pancreatic Neoplasms
NCT05704985,"Carcinoma, Non-Small-Cell Lung"
NCT05704985,Head and Neck Neoplasms
NCT05704985,Skin Neoplasms
NCT05704985,Kidney Neoplasms
NCT04969315,"Carcinoma, Renal Cell"
NCT04969315,"Carcinoma, Non-Small-Cell Lung"
NCT04969315,Squamous Cell Carcinoma of Head and Neck
NCT04969315,Colorectal Neoplasms
NCT04969315,Endometrial Neoplasms
NCT04969315,Ovarian Neoplasms
NCT05348733,"Renal Insufficiency, Chronic"
NCT05348733,"Diabetes Mellitus, Type 2"
NCT07494435,"Carcinoma, Renal Cell"
NCT05812417,Renal Insufficiency
NCT07345689,Hepatic Insufficiency
NCT07345689,Renal Insufficiency
NCT05441826,"Nephrosis, Lipoid"
NCT05441826,"Glomerulosclerosis, Focal Segmental"
NCT04573478,"Glomerulonephritis, IGA"
NCT04573478,Kidney Diseases
NCT04573478,"Renal Insufficiency, Chronic"
NCT04573478,Urologic Diseases
NCT04573478,Glomerulonephritis
NCT07115043,Melanoma
NCT07115043,"Carcinoma, Non-Small-Cell Lung"
NCT07115043,"Carcinoma, Squamous Cell"
NCT07115043,"Carcinoma, Renal Cell"
NCT07115043,"Carcinoma, Merkel Cell"
NCT07115043,Triple Negative Breast Neoplasms
NCT07115043,Squamous Cell Carcinoma of Head and Neck
NCT07115043,Stomach Neoplasms
NCT06922305,"Glomerulonephritis, IGA"
NCT06922305,"Hepatitis, Autoimmune"
NCT04865770,"Diabetes Mellitus, Type 2"
NCT04865770,"Renal Insufficiency, Chronic"
NCT04626505,"Renal Insufficiency, Chronic"
NCT04626505,Inflammation
NCT05668403,
NCT07749586,Hereditary Sensory and Autonomic Neuropathies
NCT07749586,"Carcinoma, Non-Small-Cell Lung"
NCT07749586,"Carcinoma, Renal Cell"
NCT07749586,Melanoma
NCT07749586,Stomach Neoplasms
NCT07749586,Esophageal Neoplasms
NCT07749586,"Carcinoma, Transitional Cell"
NCT07749586,Colorectal Neoplasms
NCT07749586,Triple Negative Breast Neoplasms
NCT07749586,Ovarian Neoplasms
NCT07749586,Uterine Cervical Neoplasms
NCT07749586,"Carcinoma, Merkel Cell"
NCT07749586,Nasopharyngeal Carcinoma
NCT07749586,Small Cell Lung Carcinoma
NCT07749586,"Carcinoma, Hepatocellular"
NCT06581198,"Lupus Erythematosus, Systemic"
NCT06581198,Lupus Nephritis
NCT03994471,"Kidney Failure, Chronic"
NCT07228364,"Polycystic Kidney, Autosomal Dominant"
NCT05252585,Angiomyolipoma
NCT05252585,Tuberous Sclerosis
NCT06466135,Diabetic Nephropathies
NCT06466135,"Nephrosis, Lipoid"
NCT06466135,"Glomerulonephritis, IGA"
NCT05781750,Lupus Nephritis
NCT05781750,"Lupus Erythematosus, Systemic"
NCT06792552,Fallopian Tube Neoplasms
NCT06792552,"Carcinoma, Renal Cell"
NCT06792552,"Carcinoma, Non-Small-Cell Lung"
NCT04880291,Kidney Diseases
NCT04880291,Diabetic Nephropathies
NCT04880291,Diabetes Complications
NCT04880291,Diabetes Mellitus
NCT04880291,Endocrine System Diseases
NCT07642050,"Glomerulonephritis, IGA"
NCT07642050,"Renal Insufficiency, Chronic"
NCT07642050,Kidney Diseases
NCT07642050,Proteinuria
NCT07642050,Nephritis
NCT07642050,Urologic Diseases
NCT07642050,Glomerulonephritis
NCT05947097,Renal Insufficiency
NCT05901831,"Renal Insufficiency, Chronic"
NCT05901831,"Diabetes Mellitus, Type 1"
NCT04994522,"Kidney Failure, Chronic"
NCT04994522,Renal Insufficiency
NCT06600412,Diabetic Nephropathies
NCT06099236,Atypical Hemolytic Uremic Syndrome
NCT07123519,"Lupus Erythematosus, Systemic"
NCT07123519,Lupus Nephritis
NCT07123519,Myositis
NCT07123519,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT07123519,Antiphospholipid Syndrome
NCT07123519,Recurrence
NCT07123519,Autoimmune Diseases
NCT05086107,Renal Insufficiency
NCT05281328,Polycystic liver disease
NCT05281328,"Polycystic Kidney, Autosomal Dominant"
NCT05366881,Brain Neoplasms
NCT05366881,Breast Neoplasms
NCT05366881,Urinary Bladder Neoplasms
NCT05366881,Uterine Cervical Neoplasms
NCT05366881,Colorectal Neoplasms
NCT05366881,Endometrial Neoplasms
NCT05366881,Esophageal Neoplasms
NCT05366881,Stomach Neoplasms
NCT05366881,Head and Neck Neoplasms
NCT05366881,Leukemia
NCT05366881,Lung Neoplasms
NCT05366881,Lymphoma
NCT05366881,Multiple Myeloma
NCT05366881,Ovarian Neoplasms
NCT05366881,Pancreatic Neoplasms
NCT05366881,Prostatic Neoplasms
NCT05366881,Kidney Neoplasms
NCT05366881,Sarcoma
NCT05366881,Thyroid Neoplasms
NCT06962774,Renal Insufficiency
NCT06466785,
NCT05075408,"Renal Insufficiency, Chronic"
NCT07109986,"Lupus Erythematosus, Systemic"
NCT07109986,Lupus Nephritis
NCT05483088,Acute Kidney Injury
NCT07235059,"Renal Insufficiency, Chronic"
NCT04294459,Immune System Diseases
NCT03945773,"Carcinoma, Renal Cell"
NCT04549597,Hyperphosphatemia
NCT04623710,Renal Insufficiency
NCT07364396,Lupus Nephritis
NCT07364396,"Lupus Erythematosus, Systemic"
NCT04064346,"Polycystic Kidney, Autosomal Dominant"
NCT07487727,Anemia
NCT05404542,Renal Insufficiency
NCT06242470,Neoplasm Metastasis
NCT06242470,Squamous Cell Carcinoma of Head and Neck
NCT06242470,"Carcinoma, Non-Small-Cell Lung"
NCT06242470,Small Cell Lung Carcinoma
NCT06242470,Urinary Bladder Neoplasms
NCT06242470,Sarcoma
NCT06242470,Endometrial Neoplasms
NCT06242470,Melanoma
NCT06242470,"Prostatic Neoplasms, Castration-Resistant"
NCT06242470,Uterine Cervical Neoplasms
NCT06242470,Colorectal Neoplasms
NCT06242470,Stomach Neoplasms
NCT06242470,Pancreatic Neoplasms
NCT06242470,"Carcinoma, Renal Cell"
NCT06242470,"Carcinoma, Hepatocellular"
NCT06242470,Breast Neoplasms
NCT06242470,Ovarian Neoplasms
NCT06242470,Esophageal Squamous Cell Carcinoma
NCT07555054,"Renal Insufficiency, Chronic"
NCT06819826,"Glomerulonephritis, IGA"
NCT06942910,Kidney Diseases
NCT04249908,Renal Insufficiency
NCT07195682,"Carcinoma, Renal Cell"
NCT07195682,Clear-cell metastatic renal cell carcinoma
NCT07195682,Kidney Neoplasms
NCT07729826,Lupus Nephritis
NCT07729826,"Lupus Erythematosus, Systemic"
NCT07729826,Autoimmune Diseases
NCT05636891,"Renal Insufficiency, Chronic"
NCT05497297,Renal Insufficiency
NCT06699849,"Anemia, Sickle Cell"
NCT06699849,Acute Kidney Injury
NCT06699849,Acute Chest Syndrome
NCT06699849,Vaso-Occlusive Crises
NCT05521191,"Polycystic Kidney, Autosomal Dominant"
NCT06910813,Cystinosis
NCT06910813,Lysosomal Storage Diseases
NCT06910813,Fanconi Syndrome
NCT04971590,"Lupus Erythematosus, Systemic"
NCT04971590,Lupus Nephritis
NCT05970172,"Renal Insufficiency, Chronic"
NCT05970172,"Kidney Failure, Chronic"
NCT05970172,Anemia
NCT05707377,
NCT05134701,Heart Failure
NCT05134701,"Renal Insufficiency, Chronic"
NCT04985357,Breast Neoplasms
NCT04985357,Lung Neoplasms
NCT04985357,Carcinoma
NCT04985357,Pancreatic Neoplasms
NCT04985357,"Carcinoma, Non-Small-Cell Lung"
NCT04985357,Prostatic Neoplasms
NCT04985357,"Carcinoma, Hepatocellular"
NCT04985357,"Carcinoma, Renal Cell"
NCT04985357,"Carcinoma, Neuroendocrine"
NCT04985357,Small Cell Lung Carcinoma
NCT04985357,Ovarian Neoplasms
NCT04985357,Urinary Bladder Neoplasms
NCT04985357,Esophageal Neoplasms
NCT04985357,Uterine Cervical Neoplasms
NCT04985357,Thymoma
NCT04985357,"Carcinoma, Ductal"
NCT04985357,Lip Neoplasms
NCT04985357,Mouth Neoplasms
NCT04985357,"Neoplasms, Unknown Primary"
NCT04985357,Anus Neoplasms
NCT04985357,Laryngeal Neoplasms
NCT04985357,Penile Neoplasms
NCT04985357,Oropharyngeal Neoplasms
NCT04985357,Appendiceal Neoplasms
NCT04985357,Paranasal Sinus Neoplasms
NCT04985357,Vulvar Neoplasms
NCT04985357,"Pleural Effusion, Malignant"
NCT04985357,Mesothelioma
NCT04985357,Cholangiocarcinoma
NCT07582133,"Glomerulonephritis, IGA"
NCT06090318,Melanoma
NCT06090318,Squamous Cell Carcinoma of Head and Neck
NCT06090318,"Carcinoma, Renal Cell"
NCT06090318,Mesothelioma
NCT06090318,Stomach Neoplasms
NCT07716618,"Renal Insufficiency, Chronic"
NCT05457283,"Renal Insufficiency, Chronic"
NCT05457283,Proteinuria
NCT06039254,"Renal Insufficiency, Chronic"
NCT07369505,"Carcinoma, Renal Cell"
NCT07369505,Neuroendocrine Tumors
NCT07369505,Tuberous Sclerosis
NCT07369505,"Carcinoma, Hepatocellular"
NCT05899049,"Carcinoma, Renal Cell"
NCT05899049,"Parkinson Disease 4, Autosomal Dominant Lewy Body"
NCT06864585,Communicable Diseases
NCT06864585,Sepsis
NCT06864585,Renal Insufficiency
NCT05638126,"Renal Insufficiency, Chronic"
NCT05128487,"Carcinoma, Renal Cell"
NCT05128487,Kidney Neoplasms
NCT05128487,Adenocarcinoma
NCT05128487,"Carcinoma, Non-Small-Cell Lung"
NCT05128487,Hereditary Sensory and Autonomic Neuropathies
NCT07741604,Renal Insufficiency
NCT07713758,Phenylketonurias
NCT04541043,"Glomerulonephritis, IGA"
NCT07161037,"Polycystic Kidney, Autosomal Dominant"
NCT04152837,"Polycystic Kidney, Autosomal Dominant"
NCT04696731,Clear-cell metastatic renal cell carcinoma
NCT04696731,"Carcinoma, Renal Cell"
NCT04020055,Fabry Disease
NCT04020055,Kidney Diseases
NCT04020055,Renal Insufficiency
NCT04020055,"Kidney Failure, Chronic"
NCT04489771,"Carcinoma, Renal Cell"
NCT04489771,Kidney Neoplasms
NCT07517198,Small Cell Lung Carcinoma
NCT07517198,"Carcinoma, Non-Small-Cell Lung"
NCT07517198,Prostatic Neoplasms
NCT07517198,Ovarian Neoplasms
NCT07517198,"Carcinoma, Renal Cell"
NCT07517198,Margins of Excision
NCT07517198,Squamous Cell Carcinoma of Head and Neck
NCT07517198,Liver Neoplasms
NCT07517198,Stomach Neoplasms
NCT07517198,Triple Negative Breast Neoplasms
NCT06670534,
